,Latitude,Longitude,Ship heading,Ice drift,Atmospheric pressure,Atmospheric temperature,Wind direction,Wind speed,Divergence rate (ship radar | 10 min^(-1)),Shear rate (ship radar | 10 min^(-1)),Total Deformation rate (ship radar | 10 min^(-1)),Cell area (m)
2020-01-27 10:30:00,87.447957,95.761604,193.062,0.071922,1011.2,-24.7,326.0,3.6,-4.788920589236191e-05,0.0011065936800412615,0.0013491896355747434,899.2167424614403
2020-01-27 10:40:00,87.447999,95.765054,193.024,0.060259,1011.2,-24.7,320.0,3.3,-2.4027009246896965e-05,0.0011237323562110805,0.0013827102925824894,899.0072594835285
2020-01-27 10:50:00,87.448026,95.768141,192.973,0.038877,1011.3,-24.9,336.0,3.3,-7.754032319630975e-05,0.0008775315518536453,0.0010739844563034803,898.8908196247806
2020-01-27 11:00:00,87.448112,95.770488,192.918,0.07581,1011.3,-25.1,332.0,4.1,-0.00016382382939151313,0.0009169713852098244,0.001132300574798515,898.6102646033943
2020-01-27 11:10:00,87.448139,95.773099,192.878,0.040821,1011.5,-25.5,327.0,4.5,-9.671033771666995e-05,0.0011634714458780152,0.0014080042069013002,898.3940289572755
2020-01-27 11:20:00,87.448131,95.775777,192.861,0.05054,1011.5,-26.0,329.0,4.5,-0.0002599561297548491,0.0013549996910018503,0.0016665500351817296,898.0011027306783
2020-01-27 11:30:00,87.448111,95.778063,192.856,0.036933,1011.5,-26.3,334.0,5.1,-0.00013462900108271894,0.001318290658741758,0.001567889606786601,897.6229600159679
2020-01-27 11:40:00,87.448091,95.780671,192.849,0.042764,1011.4,-26.7,347.0,5.4,-4.6677477031042116e-05,0.0012556580187348691,0.001512879388814554,897.372757178658
2020-01-27 11:50:00,87.448079,95.783426,192.835,0.044708,1011.4,-27.7,347.0,5.7,-8.357103228437642e-05,0.0010919207701697172,0.0013425123989579935,897.2347242772145
2020-01-27 12:00:00,87.448074,95.785773,192.824,0.036933,1011.5,-28.2,347.0,4.9,-0.00017513751532262177,0.0010375233376887414,0.0012884256769838131,897.1347741460927
2020-01-27 12:10:00,87.448061,95.788252,192.818,0.048596,1011.7,-28.5,338.0,5.3,-0.0001885298745176382,0.0011507371050783562,0.0014197192407167639,896.9667676905746
2020-01-27 12:20:00,87.448068,95.79049,192.8,0.034989,1011.6,-28.8,342.0,5.2,-0.0002844465756808652,0.0011599936001007853,0.0014630474075613038,896.7947458476882
2020-01-27 12:30:00,87.448057,95.793321,192.804,0.05054,1011.8,-29.2,328.0,5.5,-5.9185501457386706e-05,0.000796593634777216,0.0009679446219150479,896.7105122799705
2020-01-27 12:40:00,87.448049,95.795544,192.807,0.036933,1011.8,-29.8,325.0,5.5,-4.3673263422672855e-05,0.0008792759040723697,0.0010749279704707476,896.6828964862543
2020-01-27 12:50:00,87.448041,95.798236,192.794,0.036933,1011.7,-30.4,337.0,5.2,-3.4187668157484394e-05,0.0007838289075102879,0.000963407545935438,896.6752165649425
2020-01-27 13:00:00,87.448026,95.800962,192.791,0.040821,1011.7,-30.8,340.0,5.5,-4.851760756711485e-05,0.000796901695014688,0.0009769767484943482,896.7071075763687
2020-01-27 13:10:00,87.448009,95.803382,192.794,0.034989,1011.8,-31.1,337.0,5.2,-7.279081567332711e-05,0.0008355811119791576,0.0010130854497164426,896.6691037411415
2020-01-27 13:20:00,87.447995,95.805601,192.785,0.042764,1011.8,-31.3,339.0,5.3,1.0848593619386955e-05,0.0008432879764367972,0.0010283054690248552,896.7396299980475
2020-01-27 13:30:00,87.447986,95.808183,192.777,0.038877,1011.8,-31.5,331.0,5.2,-3.468134777379003e-05,0.0007648594328401149,0.0009248494603433792,896.7547077765606
2020-01-27 13:40:00,87.447981,95.810949,192.771,0.044708,1011.8,-31.6,338.0,5.7,-4.846061296874043e-05,0.0009663507331679957,0.0011702626649028778,896.7273204157472
2020-01-27 13:50:00,87.447962,95.81347,192.771,0.046652,1011.8,-31.8,328.0,5.4,-4.231405314087826e-05,0.0008492290500429274,0.0010433272492228344,896.7443092902209
2020-01-27 14:00:00,87.447947,95.815979,192.774,0.034989,1011.9,-31.9,331.0,5.0,-8.729078283880478e-05,0.0008621747873054376,0.0010489588918565218,896.6824886972349
2020-01-27 14:10:00,87.447928,95.81859,192.768,0.036933,1012.0,-32.2,325.0,4.5,-4.283568785812155e-05,0.0008513296636656777,0.0010392073461696436,896.6792718644954
2020-01-27 14:20:00,87.447915,95.821193,192.779,0.038877,1012.2,-32.5,331.0,5.2,-2.5085037721560346e-05,0.0007069911244481963,0.0008667939757098706,896.7083916158074
2020-01-27 14:30:00,87.4479,95.823788,192.785,0.044708,1012.2,-32.7,329.0,4.8,-8.985369231941589e-05,0.0007418917547259382,0.0009039001048636302,896.6579575121535
2020-01-27 14:40:00,87.447883,95.826454,192.779,0.036933,1012.2,-32.8,331.0,4.9,-8.792122728075617e-05,0.0008639001485416711,0.0010565910082991053,896.6357161881618
2020-01-27 14:50:00,87.447858,95.828951,192.792,0.040821,1012.3,-32.9,321.0,4.6,5.286391303018463e-06,0.001043959545370585,0.0012634921705555516,896.6180884688948
2020-01-27 15:00:00,87.44784,95.831579,192.794,0.042764,1012.4,-33.1,324.0,4.2,-3.871674641693296e-05,0.0010076835590636282,0.0012292181023073065,896.6074401940746
2020-01-27 15:10:00,87.447821,95.8344,192.794,0.046652,1012.5,-33.2,325.0,3.8,-5.2740353142334304e-05,0.0010256169791737788,0.0012508832970711825,896.4937023720064
2020-01-27 15:20:00,87.447803,95.837064,192.792,0.042764,1012.5,-33.4,326.0,4.5,3.0098348291478583e-05,0.0010888108871521232,0.0013278547228140565,896.4425429423808
2020-01-27 15:30:00,87.447791,95.839789,192.785,0.05054,1012.5,-33.5,323.0,4.8,-5.311283813748405e-05,0.0010708896962732032,0.0013000938421676054,896.3634403621768
2020-01-27 15:40:00,87.447775,95.842788,192.789,0.046652,1012.6,-33.5,316.0,3.4,3.4057315844008483e-06,0.000981061860729895,0.0011954016723425586,896.3519709597145
2020-01-27 15:50:00,87.447766,95.845883,192.798,0.052484,1012.5,-33.6,314.0,3.7,-5.192694157863376e-05,0.0009857500876010394,0.0012010969541303683,896.344329554856
2020-01-27 16:00:00,87.447753,95.849329,192.803,0.036933,1012.6,-33.7,313.0,4.1,-5.1116220835053284e-05,0.0008252519809240666,0.0010038225394201734,896.3417282496921
2020-01-27 16:10:00,87.447741,95.852347,192.8,0.052484,1012.6,-33.8,313.0,4.0,7.003718637513875e-06,0.0009313748995506676,0.0011239869596253067,896.3657011873522
2020-01-27 16:20:00,87.447729,95.855788,192.8,0.052484,1012.6,-33.8,313.0,3.7,-7.019060724640955e-05,0.0007535507582556726,0.000917772017477045,896.3324230003308
2020-01-27 16:30:00,87.447718,95.859509,192.801,0.07581,1012.7,-33.8,313.0,4.0,-3.0241806671084304e-05,0.0008198989666126159,0.0009888341155350458,896.3314135335168
2020-01-27 16:40:00,87.447705,95.862872,192.8,0.060259,1012.8,-33.7,309.0,4.0,-5.829949560109803e-06,0.0007384054297339574,0.0008962939063034913,896.3708048800219
2020-01-27 16:50:00,87.447692,95.866501,192.8,0.068034,1012.8,-33.5,309.0,3.6,-3.789406528818982e-05,0.0007520373862133839,0.0009061365316079749,896.3924819538046
2020-01-27 17:00:00,87.447686,95.870087,192.804,0.05054,1012.9,-33.4,310.0,4.2,-6.674716551522243e-05,0.0008311414857488612,0.0010098244235381658,896.3648983624747
2020-01-27 17:10:00,87.447675,95.87374,192.807,0.054428,1013.0,-33.3,305.0,4.4,-4.216887611029755e-05,0.0007084654384095268,0.0008606003454767646,896.3957361198574
2020-01-27 17:20:00,87.447665,95.877294,192.818,0.062203,1012.8,-33.2,305.0,3.7,-5.5613555766556654e-05,0.0006851622409771386,0.0008194180898496266,896.3826060151323
2020-01-27 17:30:00,87.447656,95.880939,192.822,0.062203,1012.9,-33.2,307.0,4.1,-4.548543658112125e-05,0.0008549628608629408,0.0010323667295152553,896.4067819896867
2020-01-27 17:40:00,87.447654,95.884523,192.83,0.054428,1013.0,-33.3,306.0,4.3,-5.5845300481314646e-05,0.0005878430378664789,0.0007159018292814986,896.3600919113485
2020-01-27 17:50:00,87.447645,95.888058,192.832,0.056371,1013.0,-33.4,307.0,4.6,-2.7824837864148274e-05,0.0007872805326181748,0.0009642564639540327,896.3770979853387
2020-01-27 18:00:00,87.447638,95.891499,192.833,0.046652,1012.9,-33.6,310.0,5.2,-5.6935438329051694e-05,0.0006079408417481838,0.0007357778467721648,896.3912330424033
2020-01-27 18:10:00,87.447642,95.894805,192.835,0.05054,1012.9,-33.8,305.0,4.7,-4.469470022833482e-05,0.0006652094286233569,0.0008017818002276953,896.3741326790421
2020-01-27 18:20:00,87.447636,95.898079,192.845,0.056371,1012.9,-34.0,308.0,5.0,-5.17034461850356e-05,0.0007112688651142976,0.0008677750376436317,896.3708614004295
2020-01-27 18:30:00,87.447635,95.901031,192.851,0.046652,1012.8,-34.1,305.0,4.2,-7.667977998842589e-05,0.0008172013689513098,0.0009868291072208158,896.3343845615329
2020-01-27 18:40:00,87.447638,95.903845,192.857,0.017495,1012.8,-34.3,312.0,4.9,-6.712856440469277e-05,0.0008343244851686002,0.001011696169392368,896.2637511214226
2020-01-27 18:50:00,87.447641,95.906489,192.858,0.038877,1013.0,-34.4,316.0,4.3,-4.7774444795603175e-05,0.0007058633412733096,0.0008481255002247593,896.273220029923
2020-01-27 19:00:00,87.44765,95.90889,192.861,0.036933,1013.0,-34.6,320.0,4.6,-3.749496124190624e-05,0.0008980675951077972,0.0010844671391921086,896.2718190696337
2020-01-27 19:10:00,87.447659,95.91117,192.858,0.034989,1013.0,-34.7,320.0,4.7,-1.5672617397915986e-05,0.000628446994237514,0.0007707762938201119,896.306138470843
2020-01-27 19:20:00,87.447677,95.913375,192.869,0.031101,1013.1,-34.8,313.0,4.3,-4.385130305244635e-05,0.0007307310053065358,0.0008829778693355224,896.3089737836121
2020-01-27 19:30:00,87.447692,95.91529,192.869,0.029158,1013.1,-34.8,308.0,4.2,-3.919884538954886e-05,0.000792502830041485,0.0009554465819468032,896.3120908493285
2020-01-27 19:40:00,87.447712,95.917093,192.876,0.036933,1013.0,-34.8,315.0,3.6,-6.763930926734857e-05,0.0006930148891982992,0.0008459377208989231,896.3036879639567
2020-01-27 19:50:00,87.447736,95.918633,192.888,0.023326,1013.1,-34.9,308.0,4.2,-7.749884168444737e-05,0.0006545671020988439,0.0007866494128150891,896.2509734925795
2020-01-27 20:00:00,87.447771,95.920222,192.872,0.02527,1013.1,-34.9,309.0,3.8,-2.0521830803250454e-05,0.0008269359284646124,0.001013650450293362,896.3751480955775
2020-01-27 20:10:00,87.447796,95.921137,192.867,0.023326,1013.1,-34.9,308.0,3.7,,,,
2020-01-27 20:20:00,87.447838,95.922111,192.869,0.02527,1013.1,-34.9,309.0,3.7,,,,
2020-01-27 20:30:00,87.447887,95.923066,192.873,0.033045,1013.2,-34.8,309.0,4.3,,,,
2020-01-27 20:40:00,87.447935,95.923646,192.876,0.017495,1013.3,-34.8,307.0,4.1,,,,
2020-01-27 20:50:00,87.447995,95.924095,192.863,0.031101,1013.3,-34.7,306.0,3.7,,,,
2020-01-27 21:00:00,87.448046,95.924212,192.864,0.015551,1013.4,-34.6,308.0,4.0,,,,
2020-01-27 21:10:00,87.448095,95.924059,192.864,0.02527,1013.4,-34.6,306.0,4.1,-3.432922285964838e-05,0.0007284294289616812,0.0008798896422552696,896.3530960890234
2020-01-27 21:20:00,87.448153,95.923716,192.876,0.027214,1013.5,-34.5,305.0,3.8,-7.732436161120304e-05,0.0006598783068200861,0.0007965224083061901,896.3071551370141
2020-01-27 21:30:00,87.448208,95.923246,192.889,0.027214,1013.6,-34.5,307.0,3.8,-5.34542448985891e-05,0.000547947172274724,0.000666960601624619,896.303899242532
2020-01-27 21:40:00,87.448268,95.922537,192.901,0.036933,1013.7,-34.5,311.0,3.8,-4.774258857777943e-05,0.0008241191771708305,0.0009864954024122307,896.2901364053168
2020-01-27 21:50:00,87.448319,95.921474,192.901,0.019438,1013.7,-34.5,315.0,3.9,-3.8995596805018025e-05,0.0007378601039160394,0.0008874858496229283,896.2841999767577
2020-01-27 22:00:00,87.448395,95.920258,192.904,0.044708,1013.7,-34.6,309.0,3.6,-5.313421746173216e-05,0.0006407118884142141,0.0007629941857618173,896.2459925802677
2020-01-27 22:10:00,87.448469,95.918749,192.9,0.042764,1013.7,-34.5,302.0,3.7,-5.505743567168224e-05,0.0007046178251767543,0.0008484044352739127,896.2446308249721
2020-01-27 22:20:00,87.448537,95.917027,192.893,0.031101,1013.7,-34.5,306.0,3.6,-3.409625112736853e-05,0.0005601590832025321,0.0006746393032113831,896.2441707995537
2020-01-27 22:30:00,87.448616,95.91506,192.884,0.038877,1013.7,-34.4,311.0,3.8,-4.426415237151714e-05,0.0007453515138292623,0.0008995819495455106,896.2241495081782
2020-01-27 22:40:00,87.448697,95.912967,192.882,0.046652,1013.7,-34.5,302.0,3.4,-4.1446615980882244e-05,0.0008426468354973054,0.0010053729126276465,896.2399448516546
2020-01-27 22:50:00,87.448782,95.910784,192.888,0.056371,1013.7,-34.2,299.0,3.2,-4.199446960778915e-05,0.0005444317022437254,0.0006571555363004332,896.2226556277128
2020-01-27 23:00:00,87.44887,95.908048,192.88,0.069978,1013.8,-34.0,303.0,3.1,-5.2341398761021245e-05,0.0006265139598673687,0.0007537416077716106,896.2078767571195
2020-01-27 23:10:00,87.448955,95.905844,192.872,0.062203,1013.8,-34.1,297.0,2.6,-3.9700008862289594e-05,0.0006114308156840338,0.0007266372102776868,896.2031493153619
2020-01-27 23:20:00,87.449037,95.903334,192.871,0.046652,1013.9,-34.2,310.0,2.7,-6.832631437868396e-05,0.0009314644650714178,0.0011167193560101558,896.199258573023
2020-01-27 23:30:00,87.449132,95.900532,192.863,0.060259,1013.9,-34.2,313.0,2.8,-5.444010072237717e-05,0.0007192672924178857,0.0008736966856605744,896.1620721865221
2020-01-27 23:40:00,87.449223,95.897849,192.86,0.056371,1014.0,-34.2,312.0,3.5,-6.443672655229114e-05,0.0007155117197994339,0.0008580149078167271,896.1544791377097
2020-01-27 23:50:00,87.449318,95.895104,192.848,0.052484,1013.8,-34.1,304.0,3.5,,,,
2020-01-28 00:00:00,87.449418,95.892255,192.84,0.066091,1013.8,-34.1,307.0,3.3,,,,
2020-01-28 00:10:00,87.449517,95.889047,192.845,0.058315,1013.6,-34.1,312.0,3.3,,,,
2020-01-28 00:20:00,87.449612,95.886158,192.848,0.056371,1013.4,-34.1,296.0,2.5,-9.816110667937457e-05,0.0007563313703398898,0.000940492737367518,899.8699472027506
2020-01-28 00:30:00,87.449703,95.883031,192.856,0.073866,1013.6,-34.1,299.0,2.2,-6.71334862159745e-05,0.000866981628220312,0.001039308433698896,899.8556046870001
2020-01-28 00:40:00,87.449798,95.880042,192.854,0.054428,1013.7,-34.1,299.0,2.5,-8.648366520225526e-05,0.000873502743488506,0.0010498667668438733,899.8199534032108
2020-01-28 00:50:00,87.449899,95.876958,192.852,0.058315,1013.7,-34.1,287.0,2.5,-6.736278621626016e-05,0.0007056762692833164,0.0008603364147683442,899.8130274653554
2020-01-28 01:00:00,87.450003,95.873878,192.851,0.036933,1013.7,-34.3,281.0,2.9,-2.9866606897482324e-05,0.000901122321189029,0.0011003302239154743,899.8727278630317
2020-01-28 01:10:00,87.450093,95.871185,192.839,0.034989,1013.5,-34.3,278.0,3.2,-9.473865494115676e-05,0.0008320220433862797,0.0010149025993064218,899.8406745576327
2020-01-28 01:20:00,87.450189,95.868321,192.835,0.068034,1013.5,-34.1,278.0,3.3,-0.00011223258099215713,0.0008105656306525556,0.0009915568833148661,899.8374689587326
2020-01-28 01:30:00,87.450276,95.865834,192.835,0.05054,1013.5,-34.1,272.0,2.9,-6.289656639167099e-05,0.0009008777743898893,0.0011041536637093673,899.8819420517322
2020-01-28 01:40:00,87.450365,95.863587,192.833,0.044708,1013.6,-34.1,259.0,3.2,-4.6372107619595855e-05,0.0007656399520925345,0.0009348468771105856,899.9112321261256
2020-01-28 01:50:00,87.450452,95.861374,192.83,0.048596,1013.7,-34.1,260.0,3.5,-6.079429819143486e-05,0.0008236388695953614,0.0010080246816273225,899.9393566117783
2020-01-28 02:00:00,87.450533,95.859368,192.813,0.040821,1013.7,-34.2,261.0,3.8,-3.534264596164295e-05,0.0009453696797936764,0.0011405795917426343,899.9483541583461
2020-01-28 02:10:00,87.450611,95.857075,192.804,0.056371,1013.6,-34.4,257.0,3.8,-5.0118898730767484e-05,0.0008188821140545383,0.0010012927632126545,899.9311560588321
2020-01-28 02:20:00,87.450679,95.85534,192.783,0.064147,1013.6,-34.4,255.0,3.6,-4.26463725728532e-05,0.0008278331871128189,0.0010136831438476005,899.9939706298553
2020-01-28 02:30:00,87.450744,95.853907,192.768,0.034989,1013.4,-34.6,262.0,3.5,-7.63474781913133e-05,0.0008732387969254269,0.0010587858603551287,899.9619550394245
2020-01-28 02:40:00,87.450804,95.852163,192.766,0.046652,1013.2,-34.6,261.0,3.5,-5.484275827097252e-05,0.0007808154988508056,0.0009568839276739103,899.9775487165651
2020-01-28 02:50:00,87.450864,95.850662,192.765,0.027214,1013.2,-34.6,266.0,3.4,-2.651607029285933e-05,0.0008802174006658577,0.0010850118054371533,900.1181522760374
2020-01-28 03:00:00,87.450931,95.849398,192.761,0.02527,1013.3,-34.6,275.0,3.4,1.9039783815859648e-05,0.0008722049935801124,0.0010817469283776848,900.2037029877127
2020-01-28 03:10:00,87.450996,95.848392,192.749,0.017495,1013.3,-34.7,260.0,3.1,-9.029682032716793e-05,0.0009033616420718985,0.0011029519886346082,900.1982156099493
2020-01-28 03:20:00,87.451057,95.847516,192.744,0.019438,1013.3,-34.8,261.0,3.5,-3.790868605825212e-05,0.0007844875602822328,0.0009699037343298348,900.2561572770261
2020-01-28 03:30:00,87.451121,95.846599,192.744,0.031101,1013.3,-34.9,269.0,3.6,-9.798475109596762e-05,0.0008749595326584758,0.0010869807695597282,900.2888533817006
2020-01-28 03:40:00,87.451177,95.845763,192.736,0.02527,1013.3,-34.9,270.0,3.3,-1.6740729222291942e-05,0.0009261884538699242,0.00116165261271541,900.4294545075933
2020-01-28 03:50:00,87.451233,95.84513,192.731,0.015551,1013.3,-34.9,268.0,3.3,4.9117449203860426e-05,0.0009404989738597446,0.0011594116630714777,900.7134492720116
2020-01-28 04:00:00,87.451293,95.844563,192.725,0.017495,1013.4,-35.1,260.0,3.5,-6.021771359520641e-05,0.0008758209476130941,0.0010832492691532167,900.6945632345253
2020-01-28 04:10:00,87.451346,95.843721,192.71,0.021382,1013.4,-35.0,264.0,3.4,-3.191739543261449e-05,0.0008742286293622338,0.0010783824421140235,900.7348026803427
2020-01-28 04:20:00,87.451396,95.842837,192.701,0.027214,1013.5,-35.1,267.0,3.3,-4.9200753668276865e-05,0.0008493692571066847,0.0010441248365561226,900.7265297633015
2020-01-28 04:30:00,87.451431,95.842048,192.684,0.013607,1013.4,-35.0,264.0,2.8,-5.445350393116586e-06,0.0008511290714479586,0.0010460532369993604,900.7635947116974
2020-01-28 04:40:00,87.451477,95.841391,192.679,0.017495,1013.3,-35.0,260.0,2.8,-6.708449501378098e-05,0.0006881273482277451,0.0008409136442138033,900.7286915194447
2020-01-28 04:50:00,87.451521,95.840872,192.686,0.019438,1013.4,-35.0,258.0,2.9,-6.829153945662968e-05,0.0009178736604697823,0.0011241513125557951,900.6993493575197
2020-01-28 05:00:00,87.451567,95.840256,192.68,0.023326,1013.5,-35.0,269.0,3.1,-5.660828836632706e-06,0.0008415237082354885,0.0010323039513359179,900.6712110092375
2020-01-28 05:10:00,87.451616,95.83949,192.68,0.023326,1013.5,-34.9,267.0,3.4,-7.83894509830069e-05,0.0007148057334092684,0.0008701665496770898,900.6409648245742
2020-01-28 05:20:00,87.451669,95.8388,192.68,0.02527,1013.6,-34.8,265.0,3.1,-3.781263324945159e-05,0.0009681803353689428,0.0011915483630409096,900.6977762946709
2020-01-28 05:30:00,87.451718,95.83797,192.671,0.027214,1013.5,-34.8,262.0,2.8,-3.9557820801016125e-05,0.0009657230281787132,0.0011821352067421373,900.687735917162
2020-01-28 05:40:00,87.451765,95.837087,192.671,0.019438,1013.5,-34.7,264.0,3.4,-9.568133063784053e-05,0.0009723176916941665,0.0012191431127130446,900.7280986238827
2020-01-28 05:50:00,87.451814,95.836207,192.656,0.017495,1013.6,-34.8,256.0,3.2,1.5094926758287543e-05,0.0009562928970492021,0.00118144185655084,900.8263954625096
2020-01-28 06:00:00,87.451857,95.835055,192.647,0.027214,1013.5,-34.8,255.0,3.1,9.758054352740404e-06,0.0008688667672953583,0.0010696324317203973,900.9071486790126
2020-01-28 06:10:00,87.451901,95.833808,192.634,0.019438,1013.5,-34.8,252.0,3.2,-6.10563279314274e-05,0.0008969488911583696,0.0010872339076108718,900.8889328239536
2020-01-28 06:20:00,87.451949,95.832433,192.623,0.02527,1013.5,-34.8,249.0,4.2,6.4430679459730124e-06,0.0009400421367678373,0.0011582264045202457,900.9355780717736
2020-01-28 06:30:00,87.451995,95.830988,192.62,0.029158,1013.5,-34.7,248.0,4.0,-3.2534373979355754e-05,0.0008159197344067541,0.0010118945960794874,900.995898837331
2020-01-28 06:40:00,87.452048,95.829523,192.617,0.029158,1013.4,-34.7,251.0,4.0,6.918413395441652e-05,0.0008645840442709239,0.0010823154058910945,901.0933190836355
2020-01-28 06:50:00,87.4521,95.827966,192.598,0.033045,1013.3,-34.5,255.0,3.6,1.0607263278101435e-05,0.0008960743257279419,0.001105722513745412,901.1975724456248
2020-01-28 07:00:00,87.452153,95.826203,192.585,0.033045,1013.2,-34.6,247.0,4.0,-5.767184149540673e-05,0.0009368281985760139,0.0011606977094182872,901.2383419344494
2020-01-28 07:10:00,87.452213,95.824429,192.574,0.038877,1013.2,-34.6,250.0,3.5,-2.5046509492109272e-05,0.0008879889594191118,0.0010815845381839002,901.2284452587295
2020-01-28 07:20:00,87.452276,95.822346,192.572,0.031101,1013.2,-34.7,249.0,3.6,1.1688271222262174e-05,0.0009340791771032138,0.0011487934439733186,901.313098978526
2020-01-28 07:30:00,87.452348,95.820218,192.572,0.033045,1013.1,-34.7,254.0,3.6,2.0841862287133548e-05,0.0008999236308320217,0.001119966367402567,901.3643384346468
2020-01-28 07:40:00,87.452419,95.817733,192.571,0.033045,1013.1,-34.3,248.0,2.1,-6.895125143713562e-05,0.0010101382110085026,0.0012366707524584211,901.3984138400855
2020-01-28 07:50:00,87.45249,95.815674,192.561,0.042764,1013.1,-34.1,244.0,2.5,-2.0113861738087536e-05,0.0010156353070829955,0.0012542955610043418,901.5584232448746
2020-01-28 08:00:00,87.452565,95.813683,192.542,0.033045,1013.0,-34.4,241.0,2.7,-3.729995883153148e-05,0.0009113834345311376,0.0011206882825030944,901.6098882015868
2020-01-28 08:10:00,87.452651,95.811195,192.538,0.048596,1013.0,-34.3,239.0,2.8,-5.507704566097652e-06,0.0009204694785267346,0.0011518391497091307,901.7507492474939
2020-01-28 08:20:00,87.452734,95.808696,192.542,0.044708,1012.8,-34.2,231.0,2.4,-4.254556644054497e-05,0.0010735521912028016,0.0013184602407254273,901.918267010043
2020-01-28 08:30:00,87.452824,95.806104,192.513,0.046652,1012.9,-34.0,223.0,2.3,-2.3165787890423486e-05,0.0010130800395908373,0.0012383246001102814,901.9676022668897
2020-01-28 08:40:00,87.452915,95.803443,192.507,0.05054,1012.9,-33.9,212.0,2.3,-6.40821872299992e-05,0.0010323131244018196,0.0012465415575726446,901.9657904941289
2020-01-28 08:50:00,87.453029,95.801247,192.509,0.042764,1013.1,-33.8,204.0,2.0,-6.910695952507522e-05,0.0009071962899931028,0.0010944650577456583,901.9381847727246
2020-01-28 09:00:00,87.453131,95.798609,192.502,0.054428,1013.0,-33.7,191.0,2.2,-5.7028763870300506e-05,0.0009073616161966197,0.0011061255564343135,901.9057159844776
2020-01-28 09:10:00,87.453238,95.795299,192.49,0.07581,1012.9,-34.2,168.0,2.1,-4.711089199968168e-05,0.0010110659450974712,0.0012282125352056407,901.9115479976408
2020-01-28 09:20:00,87.453348,95.791742,192.492,0.077754,1012.9,-34.3,179.0,2.3,-4.284262848058361e-05,0.0009750377820033438,0.0011858853599304923,901.9038033303545
2020-01-28 09:30:00,87.453459,95.787841,192.501,0.069978,1012.8,-34.4,190.0,2.6,-3.9541093128499954e-05,0.0007036550782527569,0.0008514890114726355,901.8779082714009
2020-01-28 09:40:00,87.453574,95.783915,192.505,0.083585,1012.8,-34.4,171.0,3.2,-5.3143979163175836e-05,0.0009483478601836599,0.0011374742307280077,901.8857323130428
2020-01-28 09:50:00,87.453688,95.780153,192.511,0.073866,1012.8,-34.3,170.0,3.2,-1.8142798461720556e-05,0.0007402508915380687,0.0009089422342904261,901.8938615489315
2020-01-28 10:00:00,87.453828,95.777622,192.514,0.062203,1012.7,-34.3,169.0,3.4,-7.381213605247021e-05,0.001023452602925059,0.0012349664192303305,901.9201334251447
2020-01-28 10:10:00,87.453995,95.775355,192.505,0.048596,1012.6,-33.7,161.0,3.2,-0.00014427018700779486,0.0017502505315131732,0.002114580865369448,901.3980662174612
2020-01-28 10:20:00,87.454149,95.772387,192.486,0.07581,1012.6,-34.1,166.0,3.4,-6.632393945468835e-05,0.00173089395852292,0.0021200512917002694,901.7494127806011
2020-01-28 10:30:00,87.45429,95.768767,192.486,0.081641,1012.6,-34.1,174.0,4.3,-2.7624904896532907e-05,0.0009391018816737976,0.0011466380797219894,901.7946990289317
2020-01-28 10:40:00,87.45445,95.765339,192.485,0.087473,1012.6,-34.2,183.0,4.9,2.186597346604339e-05,0.0009219972525700669,0.0011430992648367765,901.9349220272625
2020-01-28 10:50:00,87.454644,95.762579,192.462,0.079697,1012.7,-34.1,175.0,5.3,0.00013009358039479523,0.0011050551038603487,0.0013644194765659076,902.3721388637941
2020-01-28 11:00:00,87.45479,95.758281,192.447,0.106911,1012.6,-34.1,186.0,5.2,-2.5132609467701627e-05,0.0008956456926638237,0.0011020791427800694,902.4115901616866
2020-01-28 11:10:00,87.454922,95.753897,192.438,0.07581,1012.5,-34.3,167.0,5.5,-3.763435401452671e-05,0.0008716538705125308,0.0010606352686150337,902.4337468143389
2020-01-28 11:20:00,87.455054,95.749168,192.427,0.087473,1012.3,-34.2,162.0,5.2,-2.819668541888619e-05,0.0009345429109032847,0.0011457374331200988,902.520541231641
2020-01-28 11:30:00,87.455204,95.744865,192.423,0.085529,1012.1,-34.1,165.0,5.2,-7.753985068966126e-05,0.0011169317728026084,0.0013858721309643496,902.5253664185369
2020-01-28 11:40:00,87.455369,95.741034,192.423,0.085529,1012.2,-34.1,168.0,4.9,-5.372593080042979e-05,0.001203552986374444,0.0014901893755913027,902.5560111305741
2020-01-28 11:50:00,87.455536,95.73738,192.433,0.083585,1011.9,-34.0,166.0,5.5,-5.055839063630041e-05,0.0006641289217245398,0.0008051072402559661,902.5486442325633
2020-01-28 12:00:00,87.455732,95.733767,192.448,0.093304,1011.8,-33.9,160.0,4.9,-0.0001067963680528449,0.00109876886754377,0.0013243647309536442,902.5060366149635
2020-01-28 12:10:00,87.455967,95.730632,192.46,0.106911,1011.8,-34.0,157.0,4.6,6.403791850648765e-06,0.0010224939646831773,0.0012650272665492037,902.6297667107654
2020-01-28 12:20:00,87.456176,95.72647,192.46,0.087473,1011.7,-33.8,152.0,4.9,-3.8409304687576124e-05,0.0009077884993035235,0.0010904319762543256,902.6768615497386
2020-01-28 12:30:00,87.456373,95.72284,192.458,0.097192,1011.5,-33.8,149.0,5.5,-7.642343608071787e-05,0.0007673173907337573,0.0009245360197541444,902.6681473866333
