datetime,divergence,vorticity,pure_shear,normal_shear,maximum_shear_strain_rate,total_deformation,area,uncertainty_area,uncertainty_divergence,uncertainty_vorticity,uncertainty_shear,uncertainty_total,shape_flag
2020-01-25 00:00:00,,,,,,,,,,,,,
2020-01-25 01:00:00,,,,,,,2420074797.239193,724623.4684950501,,,,,1.0
2020-01-25 02:00:00,-4.96015655488007e-08,3.678141150817877e-08,2.8612107758597972e-08,-5.377029157979136e-08,6.090892354134494e-08,7.855069873564064e-08,2420026716.2343903,724600.3534675516,5.59323434133241e-10,5.510471838617275e-10,5.575077014159653e-10,5.549406455564828e-10,1.0
2020-01-25 03:00:00,9.848816042683373e-10,1.0642107677403096e-07,-2.874620067379505e-08,-5.18501789470017e-09,2.921007469600953e-08,2.9226673699223494e-08,2419210431.9707985,724568.0915741872,5.589082134502705e-10,5.523214187521593e-10,5.525301604369352e-10,5.525299234433982e-10,1.0
2020-01-25 04:00:00,7.012592616032545e-08,1.989882039088e-07,-6.549335459875367e-08,7.680359453742846e-08,1.0093647324167711e-07,1.229057246441809e-07,2420044114.4058304,724564.4193321839,5.538154079799568e-10,5.477331059396242e-10,5.51262843043731e-10,5.501162359460146e-10,1.0
2020-01-25 05:00:00,1.899977783990191e-08,1.7262344359754817e-07,-2.2706119827317223e-08,1.1377639370379921e-08,2.5397215501997605e-08,3.1717662480399386e-08,2420432445.122402,724609.5465443805,5.207439449210537e-10,5.193168625750417e-10,5.196035823136632e-10,5.195007154632089e-10,1.0
2020-01-25 06:00:00,-6.711629481344552e-09,1.6343609966568433e-07,-4.555777849945768e-08,-1.9346413025747776e-08,4.949540260234754e-08,4.994838184629533e-08,2420375082.937332,724574.1942339067,4.962760786747543e-10,4.980364549375691e-10,4.977679046742547e-10,4.97772754807876e-10,1.0
2020-01-25 07:00:00,-1.215684437551815e-08,1.8339671059536177e-07,-3.747971677378911e-08,-1.4959375962597774e-08,4.035482745141896e-08,4.214618563766316e-08,2420315569.90703,724537.8335051663,4.892152584211895e-10,4.902549229844013e-10,4.901121875858085e-10,4.901240648065487e-10,1.0
2020-01-25 08:00:00,-3.4125485059796584e-08,1.7242932966595034e-07,-9.982939895516605e-09,-2.717032515837467e-08,2.8946254648387665e-08,4.474856856633187e-08,2420163271.4183445,724497.3603009165,4.794629550267926e-10,4.811494734289154e-10,4.796638621834801e-10,4.805284027346713e-10,1.0
2020-01-25 09:00:00,-2.0504116393391198e-08,1.4177644324338253e-07,-7.234580838358903e-09,-2.1611803725197808e-08,2.2790551115829202e-08,3.065661444512354e-08,2419720857.3032303,724450.9380903743,4.698775237921778e-10,4.71204383078009e-10,4.70011396748698e-10,4.705454362195233e-10,1.0
2020-01-25 10:00:00,5.521104570419025e-08,1.346583018191368e-07,-6.913476187664758e-08,1.1691475663703218e-08,7.011637400019861e-08,8.9244414226807e-08,2419805970.3893394,724446.6163804787,4.709381563955772e-10,4.714005760241518e-10,4.713877252621662e-10,4.713926436457126e-10,1.0
2020-01-25 11:00:00,3.0363757526000013e-07,1.3720388943408777e-07,-3.087565176220567e-07,8.368751586705653e-08,3.198971514191682e-07,4.4105551192097175e-07,2420682786.965351,724487.848038165,4.970544906533686e-10,4.939717995876038e-10,4.941833873922518e-10,4.940831184965024e-10,1.0
2020-01-25 12:00:00,3.8025301566791387e-07,1.2216635150619392e-07,-3.989884395939745e-07,9.929244558220327e-08,4.111578342672427e-07,5.600384992157879e-07,2425097903.3081455,724741.4664769033,5.305517675812635e-10,5.281634218153655e-10,5.283030059053559e-10,5.282386609418432e-10,1.0
2020-01-25 13:00:00,3.3554697616332346e-07,1.2708296762543686e-07,-3.373664394624826e-07,1.3418020581213853e-07,3.630708499830037e-07,4.943806380914718e-07,2427322190.5013638,724843.7319500503,5.584353451819065e-10,5.649109034774491e-10,5.640308410740859e-10,5.644364241142214e-10,1.0
2020-01-25 14:00:00,4.325418108838624e-07,7.852000155677074e-08,-4.158754431415085e-07,1.52151756871871e-07,4.428346659051694e-07,6.190274303211724e-07,2430962303.05711,725049.0956274588,5.689778657440398e-10,5.836708425295978e-10,5.819556294511208e-10,5.827937016076677e-10,1.0
2020-01-25 15:00:00,4.220107021349458e-07,-3.660503887674997e-08,-4.2088517764168895e-07,6.702257712194586e-08,4.261881727623882e-07,5.997744503719487e-07,2434892817.914963,725281.6225261422,5.535073944147607e-10,5.73603443781265e-10,5.731149489239519e-10,5.733568425403942e-10,1.0
2020-01-25 16:00:00,5.613867834838723e-07,3.2854844309821017e-08,-5.317982922126691e-07,1.87751049788001e-07,5.639679780774861e-07,7.957480763201227e-07,2438360799.6175423,725505.7615842231,5.618014989272358e-10,5.881731435960724e-10,5.85308933472426e-10,5.867362167165285e-10,1.0
2020-01-25 17:00:00,6.946464858010918e-07,6.076285294261515e-08,-6.523322176320868e-07,2.544202473322838e-07,7.001906771825919e-07,9.863066078300515e-07,2444748461.8274784,725870.9076241297,5.728971948501488e-10,6.081436261583747e-10,6.03608001148367e-10,6.058620298503773e-10,1.0
2020-01-25 18:00:00,7.964243767489743e-07,4.512784170459079e-08,-7.26757082972751e-07,3.1031389322761116e-07,7.902345031578534e-07,1.1219457909636862e-06,2450588280.9718094,726232.6007247536,5.876429095304055e-10,6.248802388124345e-10,6.192841931917855e-10,6.221103388489069e-10,1.0
2020-01-25 19:00:00,8.701278433394962e-07,1.4724887402616304e-07,-7.842467522184503e-07,4.5516456919936457e-07,9.067622364322582e-07,1.2567180340769656e-06,2458800720.1998386,726727.1324109244,6.078816250177163e-10,6.395662136726854e-10,6.317324053689727e-10,6.354999179436198e-10,1.0
2020-01-25 20:00:00,6.277411163674275e-07,1.263096697521176e-07,-5.794814104717069e-07,3.3422810156859394e-07,6.68959736426958e-07,9.17369085013578e-07,2465991778.6981506,727116.3635875195,6.035936445831847e-10,6.265397083204221e-10,6.208912511891469e-10,6.235424819512667e-10,1.0
2020-01-25 21:00:00,4.102478337575001e-07,1.7319385084599048e-07,-3.436222780357681e-07,2.751019330705316e-07,4.401787631651872e-07,6.017147402585011e-07,2469946957.4337234,727345.1646168,5.866651169059889e-10,6.068511198110365e-10,5.990474841772656e-10,6.02687559259767e-10,1.0
2020-01-25 22:00:00,3.42501320145186e-07,2.479545789454142e-07,-2.63210114104884e-07,3.110275366172787e-07,4.0745268768449507e-07,5.32282675842934e-07,2473287705.8636055,727537.2558320878,5.835560982776587e-10,6.136331125511415e-10,5.962917822157988e-10,6.035321916417883e-10,1.0
2020-01-25 23:00:00,1.9164178552852874e-07,1.7563227213533477e-07,-2.496304448145156e-07,2.388199299031042e-07,3.454711534950733e-07,3.9506568043526525e-07,2476045975.0195694,727681.75896269,6.080610665609503e-10,6.381226166962754e-10,6.239375650931791e-10,6.273043201429613e-10,1.0
2020-01-26 00:00:00,1.304218513580599e-07,3.0863057267060693e-07,-2.6561449965626093e-07,3.619848477632373e-07,4.4898117158497853e-07,4.675403209879163e-07,2476703524.762644,727542.3230605522,6.420432437704655e-10,6.705720677312212e-10,6.521698250899635e-10,6.536203828737904e-10,1.0
2020-01-26 01:00:00,2.1714189137896593e-07,4.660056363428306e-07,-3.6239909713580455e-07,5.300197319745082e-07,6.420701066761914e-07,6.777939383609229e-07,2478371673.553356,727430.617895324,6.833702851165359e-10,7.234640553391473e-10,6.963936848493584e-10,6.992202929164914e-10,1.0
2020-01-26 02:00:00,2.442748758546488e-07,2.410762642098445e-07,-4.748731281690213e-07,3.370900859258099e-07,5.823523107934763e-07,6.315096427294722e-07,2480577120.620531,727282.1424897669,7.275562847816216e-10,7.803180475142494e-10,7.630462978212929e-10,7.656553315875111e-10,1.0
2020-01-26 03:00:00,3.766547156524062e-07,1.5762988245425883e-07,-5.129078692508501e-07,3.859742954214593e-07,6.419117065964284e-07,7.442576260198709e-07,2482734537.0060825,727200.9977709659,7.848128580475382e-10,8.435810700848538e-10,8.228181189988519e-10,8.281854742309411e-10,1.0
2020-01-26 04:00:00,5.970495800627544e-07,3.4504174918205577e-07,-5.798524191067793e-07,7.165705202018753e-07,9.217928934236639e-07,1.0982578656306002e-06,2487309172.7871056,727318.8313839257,8.557026144158459e-10,9.163345491752535e-10,8.801942934023474e-10,8.910276882499963e-10,1.0
2020-01-26 05:00:00,7.101551567906352e-07,4.565016216874094e-07,-6.423423285938878e-07,8.823966764058515e-07,1.091433718388575e-06,1.302132062561952e-06,2493426135.086149,727527.7130420075,9.123468770707796e-10,9.74096762111643e-10,9.341972397578295e-10,9.462406757048772e-10,1.0
2020-01-26 06:00:00,8.605581105125991e-07,5.410719204204014e-07,-6.816440572614989e-07,1.0783431664110456e-06,1.275720426012423e-06,1.538838154879951e-06,2500057320.299618,727762.3455606363,9.524405989659474e-10,1.0116460658350616e-09,9.697124458904219e-10,9.83018750691245e-10,1.0
2020-01-26 07:00:00,8.974869367466587e-07,5.356938661587371e-07,-6.797931100182627e-07,1.140948850513827e-06,1.328112552428116e-06,1.6029241259485821e-06,2508915748.793663,728203.8772090015,9.734835893524554e-10,1.0224622595236926e-09,9.86550588228957e-10,9.979477818289605e-10,1.0
2020-01-26 08:00:00,5.600044451124599e-07,4.4151086553339163e-07,-6.374798850867947e-07,9.027842070281039e-07,1.1051696378156774e-06,1.2389531495966059e-06,2516269257.778446,728512.1111000874,1.0002735151510522e-09,1.0278516173092482e-09,1.0095328541764105e-09,1.0133023374349877e-09,1.0
2020-01-26 09:00:00,1.1481660953120189e-07,4.2604765122884234e-07,-5.658203756413055e-07,7.443842288240142e-07,9.350190252678233e-07,9.420421601165368e-07,2519061615.647045,728273.8705606728,1.0265722687094091e-09,1.0204893195650545e-09,1.0243488953485473e-09,1.0242916682779535e-09,1.0
2020-01-26 10:00:00,-1.1388117963282345e-07,2.735266446198982e-07,-5.31078900866299e-07,7.646221983756459e-07,9.309628914162808e-07,9.379023554020564e-07,2518352057.9407406,727610.3267852115,1.0820753169009475e-09,1.0739376114771543e-09,1.0794338230475128e-09,1.0793529951479177e-09,1.0
2020-01-26 11:00:00,-7.868165365173492e-08,8.509242667726612e-08,-4.936785077591846e-07,9.006126350664316e-07,1.027045075673233e-06,1.0300545568493002e-06,2516994730.3997993,726815.3400467545,1.1734837162950491e-09,1.193743595751192e-09,1.1781957471474615e-09,1.1782870608827578e-09,1.0
