datetime,divergence,vorticity,pure_shear,normal_shear,maximum_shear_strain_rate,total_deformation,area,uncertainty_area,uncertainty_divergence,uncertainty_vorticity,uncertainty_shear,uncertainty_total,shape_flag
2020-01-25 01:00:00,,,,,,,337662935.3524523,254767.5939248283,,,,,1.0
2020-01-25 02:00:00,1.493515684040983e-07,-3.8562444882158207e-08,-1.199452311544161e-07,8.242781913913054e-08,1.4553763721017158e-07,2.0853559607290929e-07,337955312.33152866,254915.39554298407,2.230070635996774e-09,2.3987294152688598e-09,2.3459496430105133e-09,2.3731686744212085e-09,1.0
2020-01-25 03:00:00,2.0305818262959055e-07,-8.164589677923557e-08,-2.6228639828625787e-07,-2.0110941582801007e-07,3.3051346698835276e-07,3.879069184656199e-07,338026257.55415916,254912.36339919124,2.058307974816218e-09,2.397262478944794e-09,2.277655302885902e-09,2.3110461433628916e-09,1.0
2020-01-25 04:00:00,4.395159609788285e-07,-1.4036840001361984e-07,-2.89387368036951e-07,-3.5405935433614616e-07,4.5727789709571845e-07,6.342533840094395e-07,338449520.0993681,254983.29757376207,1.885962674097656e-09,2.1563017913823346e-09,1.9986271919437217e-09,2.075838060708286e-09,1.0
2020-01-25 05:00:00,3.54661942686615e-07,-5.5674831879812205e-08,-2.571840020168521e-07,-2.3962088768879005e-07,3.5151355693652546e-07,4.993464471691089e-07,339097434.09044504,255138.61681576716,1.7630098217796898e-09,1.9278067839726303e-09,1.8530506992792105e-09,1.891131418191541e-09,1.0
2020-01-25 06:00:00,1.7004116090673663e-07,-3.982345651359541e-08,-1.1298000490924992e-07,-1.0562798493019498e-07,1.5466658562762557e-07,2.2986028171960969e-07,339315306.66700125,255178.52030545694,1.6500100655107705e-09,1.8471968434089856e-09,1.7579819620959088e-09,1.8073498346535428e-09,1.0
2020-01-25 07:00:00,9.662022721945817e-08,-8.014967961701071e-08,-4.347242243138269e-08,-1.5256776181486195e-07,1.5864039037158547e-07,1.8574779074107115e-07,339512917.2235427,255237.4572797795,1.7365872561515702e-09,2.0299263733443264e-09,1.760313357291557e-09,1.8371727942268942e-09,1.0
2020-01-25 08:00:00,6.234516720302634e-08,-6.170891510427342e-08,-6.048458354017897e-08,-2.021017833186451e-07,2.109585638617344e-07,2.1997826151731172e-07,339551413.423337,255205.66669104138,1.7344993513069964e-09,1.9946809953147414e-09,1.757341171500809e-09,1.7775761527974872e-09,1.0
2020-01-25 09:00:00,8.284054705459558e-08,-3.7100784862271176e-08,-3.059038418516308e-08,-1.1548296425804801e-07,1.194658387926083e-07,1.4537758725032595e-07,339665363.2814026,255212.69006232714,1.4691791196910765e-09,1.5649174072460447e-09,1.4756466404923986e-09,1.5052140141003594e-09,1.0
2020-01-25 10:00:00,1.3696963825133034e-07,-1.6884510623139163e-07,-2.4884557036826367e-08,-4.81491424882036e-08,5.4199456651044e-08,1.473033024204437e-07,339754037.8293333,255235.6485950115,1.4413574765895916e-09,1.5827326771342786e-09,1.4722889834605303e-09,1.5682357463937668e-09,1.0
