datetime,divergence,vorticity,pure_shear,normal_shear,maximum_shear_strain_rate,total_deformation,area,uncertainty_area,uncertainty_divergence,uncertainty_vorticity,uncertainty_shear,uncertainty_total,shape_flag
2020-01-25 00:00:00,,,,,,,,,,,,,
2020-01-25 01:00:00,,,,,,,2307453661.426689,820624.6828173918,,,,,1.0
2020-01-25 02:00:00,-5.612647745896296e-10,-7.911971386345514e-08,-1.7353948579858554e-07,-5.3029345597840776e-08,1.8146091762628311e-07,1.8146178562970192e-07,2307136472.5851,820763.5161630982,7.044985062445173e-10,6.3218330986996e-10,6.386790020974414e-10,6.38678940270674e-10,1.0
2020-01-25 03:00:00,5.050730629291615e-08,-1.62320249037478e-07,-2.4639249679081063e-07,2.2105416951532956e-08,2.473821172466004e-07,2.5248544497134323e-07,2307444355.3025436,821001.7762815834,6.76983102045111e-10,6.143388920733462e-10,6.148643677268475e-10,6.148433488201204e-10,1.0
2020-01-25 04:00:00,5.152865650520413e-08,-2.3719596887613741e-07,-3.254085884357334e-07,6.577625848757366e-08,3.3198985768899725e-07,3.3596498039169494e-07,2307975419.0048065,821285.1388384578,6.459426183367977e-10,6.009469634868522e-10,6.027765818789328e-10,6.027336058775141e-10,1.0
2020-01-25 05:00:00,3.033322001530752e-08,-2.1424509645065411e-07,-3.235823277942307e-07,4.735559465275627e-08,3.270291656804468e-07,3.2843291467535066e-07,2308300545.523609,821584.130665725,6.147442202902084e-10,5.875710383535069e-10,5.881537085602429e-10,5.881487408855129e-10,1.0
2020-01-25 06:00:00,-8.499509037089446e-08,-1.0075277409581952e-07,-3.334950397497392e-07,-4.3521621082650596e-08,3.3632287022940015e-07,3.468965817451917e-07,2308479520.657774,821833.6842411191,6.009614724102137e-10,5.815022973303635e-10,5.818335081374804e-10,5.818136299891237e-10,1.0
2020-01-25 07:00:00,-1.2761658738782153e-07,1.565048255260833e-09,-3.120317929877669e-07,-9.803008945940101e-08,3.270683999939138e-07,3.510836533521495e-07,2306887439.2342625,821963.4180944425,5.952805829531763e-10,5.803335698281975e-10,5.816920245040262e-10,5.815127173081795e-10,1.0
2020-01-25 08:00:00,-9.67173613759044e-08,1.2145215661275306e-09,-2.679639834508324e-07,-1.0069421041423732e-07,2.8625866002233836e-07,3.0215603324987896e-07,2306360231.638054,822144.475794501,5.834515843022372e-10,5.725810955680321e-10,5.739373147489256e-10,5.737985064866439e-10,1.0
2020-01-25 09:00:00,-7.201928300323795e-08,-6.747925494556225e-08,-2.2782234681867558e-07,-8.909531152813989e-08,2.4462419391030233e-07,2.5500543792351893e-07,2305281271.9870796,822297.0480276013,5.723238818605623e-10,5.624325208553361e-10,5.637546047735098e-10,5.636492658774927e-10,1.0
2020-01-25 10:00:00,-1.0509469444007786e-07,-9.09786621396025e-08,-2.4779850812356815e-07,-1.3353799990665015e-07,2.814897832024007e-07,3.004686220669105e-07,2305165268.855255,822464.6448380583,5.82399005897221e-10,5.712229065987727e-10,5.737571032071759e-10,5.734476745050546e-10,1.0
2020-01-25 11:00:00,-1.0919419764833653e-07,-1.1413803100306844e-07,-2.8035200174952145e-07,-1.0793326106217305e-07,3.004111078646708e-07,3.196407460392727e-07,2303536372.6652317,822628.7855914416,6.124777065223484e-10,6.121497935088774e-10,6.121921323106009e-10,6.121871914779011e-10,1.0
2020-01-25 12:00:00,-7.63666474186476e-08,-1.3820724573057018e-07,-2.781891498061995e-07,-3.556060132223566e-08,2.8045277576856875e-07,2.906641090232145e-07,2303354762.6682854,822795.5424655874,6.550902669562992e-10,6.886412208452085e-10,6.881147442049981e-10,6.88151098721595e-10,1.0
2020-01-25 13:00:00,-3.05556610877069e-08,-7.30518970952518e-08,-1.636275896513308e-07,-4.011199265533549e-08,1.6847243112713128e-07,1.7122093468496428e-07,2302269614.4268837,822930.217019905,6.847072607388356e-10,7.64555485001162e-10,7.602533127966256e-10,7.603906996777526e-10,1.0
2020-01-25 14:00:00,-9.80210434984137e-09,-8.529319629043745e-08,-9.564440112536226e-08,-2.532682794024215e-08,9.894088982894699e-08,9.942525297845112e-08,2302848839.9909477,823048.3165895545,6.929835359419481e-10,8.255773189382115e-10,8.175477038217187e-10,8.176261273981042e-10,1.0
2020-01-25 15:00:00,-4.739821991508081e-08,-1.5592269759981852e-07,-1.4680172328423977e-07,-1.3552753605935709e-08,1.474259919061958e-07,1.5485804577303716e-07,2302107027.970518,823105.125031388,6.94577096554639e-10,8.68326934683416e-10,8.670044785958851e-10,8.67128454652123e-10,1.0
2020-01-25 16:00:00,5.63814289180865e-09,-1.115581557490071e-07,-5.3956095019816724e-08,-9.574122085191628e-09,5.479894162745887e-08,5.5088226135519166e-08,2302063323.8317146,823177.7130152532,6.864763228682968e-10,8.932725195065533e-10,8.876732227524444e-10,8.877320584960336e-10,1.0
2020-01-25 17:00:00,1.626912901663332e-08,-7.030850684357986e-08,-1.1739768775916217e-08,-1.0739668875300022e-08,1.591108602399803e-08,2.2756256665429964e-08,2302200411.407688,823228.8603880015,7.040024190169782e-10,9.370214535741285e-10,8.38923742735336e-10,8.904152101100946e-10,1.0
2020-01-25 18:00:00,4.0452792175103925e-09,-7.102004143167378e-08,-2.0483887315665546e-08,-4.827601970108598e-09,2.104507971813555e-08,2.143034447437329e-08,2302333011.8783283,823263.9970696126,7.678573106497886e-10,9.979772453144165e-10,9.872060125541674e-10,9.875918301879972e-10,1.0
2020-01-25 19:00:00,-1.1624575386854079e-08,-7.157546101898445e-08,-4.5243511089992e-08,-2.3271179362139905e-08,5.08775302531001e-08,5.218863705424553e-08,2302267459.2289467,823283.5166126946,8.496493777283539e-10,1.0519572522241082e-09,1.012979987546797e-09,1.0149490873978755e-09,1.0
2020-01-25 20:00:00,-4.930940489998472e-09,-1.1853789214624826e-07,-1.249673785139761e-07,-5.05708629060704e-08,1.3481193518275726e-07,1.3490208316344063e-07,2302140289.0365696,823345.3201903743,8.701709737194073e-10,1.0549430394269106e-09,1.0309466738481272e-09,1.0309791067638447e-09,1.0
2020-01-25 21:00:00,-2.320894669487135e-08,-3.1017758608181774e-07,-3.1222118280006695e-07,-6.8540366186122485e-09,3.1229640537003e-07,3.1315762806249425e-07,2302185651.901554,823565.3257025998,8.469610677912952e-10,1.0551854409867255e-09,1.0550950356190393e-09,1.0550955322086082e-09,1.0
2020-01-25 22:00:00,-1.4844902470144876e-08,-4.500144834312235e-07,-4.2681824710803773e-07,7.788056219330333e-08,4.338654146528886e-07,4.341193029125416e-07,2301755711.62364,823812.9567893748,8.385060139556924e-10,1.1079778735875995e-09,1.1003244845817066e-09,1.1003334649941463e-09,1.0
2020-01-25 23:00:00,6.705587155570279e-08,-4.592059981284105e-07,-4.0490014192923915e-07,1.510581855997625e-07,4.321605030205911e-07,4.3733189945521384e-07,2301939757.326809,824105.5655956566,8.750270787749257e-10,1.2212843067584119e-09,1.1844195942153148e-09,1.1852994418631834e-09,1.0
2020-01-26 00:00:00,2.0941432511927459e-07,-4.791941943728881e-07,-3.619935849903569e-07,2.0175585436709905e-07,4.144210182237006e-07,4.643265444821457e-07,2302867152.394394,824434.2811670151,9.356820645734517e-10,1.3552975898557793e-09,1.2684579205284973e-09,1.286596659541592e-09,1.0
2020-01-26 01:00:00,3.067074432208794e-07,-4.886130900137242e-07,-3.616109155204054e-07,2.3901721252141355e-07,4.3346474147848786e-07,5.310001297853903e-07,2305413141.0564156,824990.7648787291,1.0096738220629489e-09,1.509081862582382e-09,1.3765400368268782e-09,1.4221331826617337e-09,1.0
2020-01-26 02:00:00,3.7905445049477227e-07,-4.2587931968195365e-07,-3.0795536279694744e-07,2.861233555346404e-07,4.2036065474518637e-07,5.660259327077652e-07,2307957497.8391304,825544.3888654959,1.0918256500369903e-09,1.6628587282530294e-09,1.4269970388872801e-09,1.5372552618380337e-09,1.0
2020-01-26 03:00:00,3.198291168844977e-07,-5.073138177143933e-07,-2.9245493260906486e-07,2.8004314563270024e-07,4.0491239919670335e-07,5.159890648360178e-07,2311712808.640442,826145.5752989888,1.1976720766965376e-09,1.791365595607424e-09,1.5362809937133369e-09,1.6389870489367466e-09,1.0
2020-01-26 04:00:00,1.571950632618821e-07,-4.99316374310475e-07,-2.8511343571182993e-07,1.1963004579942241e-07,3.0919414464277246e-07,3.4685920341729845e-07,2313281241.255745,826508.6573237929,1.2969039134118586e-09,1.893381296685357e-09,1.8165974101448023e-09,1.8326303035202098e-09,1.0
2020-01-26 05:00:00,7.254989927770202e-08,-5.558159014829674e-07,-3.614519073654938e-07,9.10141419308761e-08,3.727345642271014e-07,3.797295659476253e-07,2314329754.8467407,826889.1126991158,1.3999144831301007e-09,2.011852064386049e-09,1.980673425078005e-09,1.981820154843932e-09,1.0
2020-01-26 06:00:00,-1.2136311468382933e-07,-8.695666959862604e-07,-6.897269385685981e-07,1.5514805054742366e-07,7.069612205601356e-07,7.173027066599129e-07,2314491516.3886986,827178.6620373445,1.550034993121287e-09,2.1818481798684692e-09,2.155667729860377e-09,2.1564216041403293e-09,1.0
