day, mean latitude, mean longitude, divergence, maximum shear, vorticity, pure shear, normal shear, area, flag, shape factor
   8.5417,    84.8576,   135.0560,       -8.2230333E-07,        9.4388325E-07,       -7.2832102E-07,        9.1447078E-07,       -2.3379217E-07,          43044030.61,       0.00,    1
   8.5833,    84.8591,   135.0073,       -4.3020070E-07,        1.6928628E-06,       -1.6061128E-06,        1.1758037E-06,       -1.2178958E-06,          42901227.97,       0.00,    1
   8.6250,    84.8607,   134.9652,        1.9534585E-07,        1.8218303E-06,       -1.8623122E-06,        7.4126495E-07,       -1.6642091E-06,          42911080.72,       0.00,    1
   8.6667,    84.8621,   134.9319,        7.2846559E-07,        1.5733275E-06,       -1.2394917E-06,       -2.8836403E-07,       -1.5466757E-06,          42961570.36,       0.00,    1
   8.7083,    84.8630,   134.9058,        1.4124649E-06,        1.5467778E-06,       -1.7924572E-07,       -1.2036735E-06,       -9.7143795E-07,          43136366.45,       0.00,    1
   8.7500,    84.8633,   134.8836,        1.6924065E-06,        2.0370630E-06,        9.8433689E-07,       -2.0246701E-06,       -2.2435867E-07,          43400315.25,       0.00,    1
   8.7917,    84.8629,   134.8613,        1.4487449E-06,        2.3180860E-06,        1.7725798E-06,       -2.2785487E-06,        4.2630809E-07,          43665143.90,       0.00,    1
   8.8333,    84.8619,   134.8351,        8.1899033E-07,        2.0083306E-06,        1.8750927E-06,       -1.7560898E-06,        9.7444369E-07,          43855906.05,       0.00,    1
   8.8750,    84.8608,   134.8008,        8.9862358E-08,        1.5952837E-06,        1.6947006E-06,       -1.0599140E-06,        1.1922720E-06,          43923683.19,       0.00,    1
   8.9167,    84.8598,   134.7570,       -4.6209004E-07,        9.5205083E-07,        1.0622962E-06,       -2.4454088E-07,        9.2010899E-07,          43884473.45,       0.00,    1
   8.9583,    84.8590,   134.7081,       -7.3850081E-07,        7.4905950E-07,       -2.0753617E-08,        6.3450297E-07,        3.9811570E-07,          43777566.14,       0.00,    1
   9.0000,    84.8586,   134.6571,       -9.3922443E-07,        1.1858447E-06,       -8.0609674E-07,        1.1784014E-06,       -1.3265708E-07,          43651673.05,       0.00,    1
   9.0417,    84.8585,   134.6067,       -7.7921836E-07,        1.4846149E-06,       -1.3690715E-06,        1.3065817E-06,       -7.0492951E-07,          43482435.24,       0.00,    1
   9.0833,    84.8587,   134.5609,        6.9077512E-08,        1.4703885E-06,       -1.7167125E-06,        9.0771732E-07,       -1.1567591E-06,          43407711.09,       0.00,    1
   9.1250,    84.8586,   134.5216,        7.5090924E-07,        1.3560435E-06,       -1.4812621E-06,        2.0427263E-07,       -1.3405695E-06,          43504218.98,       0.00,    1
