day, mean latitude, mean longitude, divergence, maximum shear, vorticity, pure shear, normal shear, area, flag, shape factor
   3.3750,    84.9320,   132.8932,        3.0897011E-08,        1.1108928E-07,       -9.5943120E-08,       -6.6512069E-08,        8.8977373E-08,         122540931.57,     995.00,    1
   3.4167,    84.9297,   132.9304,        1.4637350E-07,        3.0821875E-07,        1.7029251E-08,        3.0362340E-07,        5.3024793E-08,         122546790.13,     995.00,    1
   3.4583,    84.9275,   132.9709,        6.2227273E-07,        3.9988279E-07,        5.3805320E-07,        2.6407801E-07,        3.0028162E-07,         122669933.64,     995.00,    1
   3.5000,    84.9254,   133.0179,        5.5801047E-07,        3.9935078E-07,        9.4429112E-07,        4.0166938E-08,        3.9732564E-07,         123097217.70,     995.00,    1
   3.5417,    84.9232,   133.0689,        5.7882442E-07,        3.0722797E-07,        8.3184937E-07,       -9.1372417E-08,        2.9332594E-07,         123164080.69,     995.00,    1
   3.5833,    84.9208,   133.1227,        7.2045269E-07,        3.3579310E-07,        8.5770678E-07,       -2.0611271E-07,        2.6509349E-07,         123610809.43,     995.00,    1
   3.6250,    84.9182,   133.1795,        3.6646643E-07,        8.8823441E-08,        9.3345027E-07,        8.8155064E-08,       -1.0876040E-08,         123805116.99,     995.00,    1
   3.6667,    84.9153,   133.2385,        1.6450731E-07,        3.5146718E-07,        1.0855805E-06,        1.1400885E-07,       -3.3246227E-07,         123937478.14,     995.00,    1
   3.7083,    84.9121,   133.2962,       -1.0134424E-08,        4.0822147E-07,        1.1504040E-06,       -9.5837374E-08,       -3.9681226E-07,         123952012.01,     995.00,    1
   3.7500,    84.9088,   133.3542,        1.2319573E-08,        4.5192865E-07,        1.0920275E-06,       -2.1252099E-07,       -3.9884124E-07,         123928372.60,     995.00,    1
   3.7917,    84.9055,   133.4125,       -5.6850270E-08,        4.6088595E-07,        1.0122932E-06,       -2.2199815E-07,       -4.0389687E-07,         123962946.82,     995.00,    1
   3.8333,    84.9023,   133.4710,       -2.5521377E-07,        5.3951962E-07,        8.6014348E-07,       -4.5121028E-07,       -2.9578828E-07,         123877566.26,     995.00,    1
   3.8750,    84.8995,   133.5354,       -2.1247513E-07,        6.5095487E-07,        5.5185955E-07,       -6.3777991E-07,       -1.3030360E-07,         123735107.78,     995.00,    1
   3.9167,    84.8967,   133.6113,        2.7201850E-08,        3.6670330E-07,        1.1883056E-07,       -3.5396767E-07,        9.5802883E-08,         123688066.38,     995.00,    1
   3.9583,    84.8934,   133.6991,        1.0166715E-07,        1.3877019E-07,        1.7638644E-07,       -1.1833291E-07,        7.2487836E-08,         123759445.65,     995.00,    1
   4.0000,    84.8900,   133.7932,        4.8557989E-08,        1.1288195E-07,        3.4741945E-07,       -1.0637542E-07,       -3.7770418E-08,         123778728.11,     995.00,    1
   4.0417,    84.8864,   133.8927,        1.6161165E-08,        5.8713181E-08,        1.7074221E-07,       -4.4675286E-08,       -3.8096673E-08,         123802679.66,     995.00,    1
   4.0833,    84.8824,   133.9950,        1.3419463E-07,        1.6848562E-07,       -7.3469811E-08,        1.6753379E-07,       -1.7883894E-08,         123793109.95,     995.00,    1
   4.1250,    84.8780,   134.0964,        2.6315822E-07,        4.5477654E-07,       -3.0160915E-07,        4.5384373E-07,        2.9113050E-08,         123922285.47,     995.00,    1
   4.1667,    84.8730,   134.1923,        1.9295332E-07,        5.6221743E-07,       -5.0870470E-07,        5.4563322E-07,        1.3554638E-07,         124027874.84,     995.00,    1
   4.2083,    84.8676,   134.2831,        1.0829566E-07,        6.1497841E-07,       -7.6445395E-07,        6.0351311E-07,        1.1819634E-07,         124094662.16,     995.00,    1
   4.2500,    84.8617,   134.3672,       -1.4254613E-08,        7.1070381E-07,       -1.1256742E-06,        7.0929758E-07,       -4.4686075E-08,         124124748.37,     995.00,    1
   4.2917,    84.8555,   134.4404,       -8.5066529E-08,        8.8087453E-07,       -1.5413103E-06,        8.7606758E-07,       -9.1899569E-08,         124082291.99,     995.00,    1
   4.3333,    84.8490,   134.4995,       -5.8577282E-08,        9.9515432E-07,       -1.7524554E-06,        9.9456187E-07,       -3.4333769E-08,         124049027.58,     995.00,    1
   4.3750,    84.8425,   134.5450,       -1.5019806E-07,        1.1185565E-06,       -2.0440371E-06,        1.1183607E-06,       -2.0926698E-08,         124030065.14,     995.00,    1
   4.4167,    84.8360,   134.5790,       -5.0036861E-07,        1.5082065E-06,       -2.5526072E-06,        1.4102559E-06,       -5.3466354E-07,         123915551.93,     995.00,    1
