day, mean latitude, mean longitude, divergence, maximum shear, vorticity, pure shear, normal shear, area, flag, shape factor
  15.4583,    84.3805,   127.5676,        7.1590936E-08,        8.5548565E-07,        2.7206791E-07,       -8.5469539E-07,       -3.6762553E-08,       19414543454.35,       0.00,    1
  15.5000,    84.3835,   127.5441,        1.1153619E-07,        7.4860047E-07,        1.4539163E-07,       -7.4203170E-07,        9.8952662E-08,       19421182576.09,       0.00,    1
  15.5417,    84.3868,   127.5195,        1.4649027E-07,        6.6728058E-07,        1.2020515E-07,       -6.5410211E-07,        1.3196137E-07,       19430150144.87,       0.00,    1
  15.5833,    84.3904,   127.4975,        1.7042499E-07,        6.2247925E-07,        1.5660851E-07,       -6.1117121E-07,        1.1811081E-07,       19441681126.33,       0.00,    1
  15.6250,    84.3941,   127.4823,        1.4348609E-07,        5.8343850E-07,        1.7005325E-07,       -5.7702556E-07,        8.6266953E-08,       19454010681.13,       0.00,    1
  15.6667,    84.3975,   127.4731,        7.5981938E-08,        5.5595109E-07,        1.6058175E-07,       -5.5572436E-07,        1.5875904E-08,       19461780073.97,       0.00,    1
  15.7083,    84.4003,   127.4678,        9.2534315E-08,        5.3951863E-07,        1.0939016E-07,       -5.3949414E-07,        5.1406243E-09,       19464658195.92,       0.00,    1
  15.7500,    84.4026,   127.4640,        1.3172499E-07,        5.0214935E-07,       -5.3483127E-09,       -4.9916958E-07,        5.4623251E-08,       19474749195.85,       0.00,    1
  15.7917,    84.4044,   127.4597,        9.2439059E-08,        3.3094784E-07,       -1.7195210E-07,       -3.3025010E-07,        2.1478949E-08,       19483132090.76,       0.00,    1
  15.8333,    84.4056,   127.4505,        2.3441463E-08,        1.1628157E-07,       -3.5089633E-07,       -9.9606071E-08,       -6.0000292E-08,       19487731535.36,       0.00,    1
  15.8750,    84.4064,   127.4358,        9.2348280E-09,        8.3917588E-08,       -4.9956632E-07,        6.5825723E-08,       -5.2049359E-08,       19486430202.14,       0.00,    1
  15.9167,    84.4071,   127.4161,        4.2122105E-08,        1.4764520E-07,       -5.6370624E-07,        1.4572851E-07,       -2.3713032E-08,       19489034940.85,       0.00,    1
  15.9583,    84.4082,   127.3916,        3.9528902E-08,        2.1032962E-07,       -6.2027926E-07,        2.0841879E-07,        2.8287040E-08,       19492340190.40,       0.00,    1
  16.0000,    84.4098,   127.3660,        3.8165839E-08,        3.0298857E-07,       -6.7143198E-07,        2.9615225E-07,        6.3999366E-08,       19494588471.10,       0.00,    1
  16.0417,    84.4120,   127.3406,        3.2364422E-08,        3.7557872E-07,       -6.9724782E-07,        3.6859347E-07,        7.2098738E-08,       19497693838.87,       0.00,    1
  16.0833,    84.4146,   127.3194,       -8.5309748E-09,        4.4956739E-07,       -7.5734415E-07,        4.2618887E-07,        1.4308698E-07,       19499133500.12,       0.00,    1
  16.1250,    84.4174,   127.3040,       -1.0361576E-07,        4.8319115E-07,       -7.7158308E-07,        4.5153609E-07,        1.7201409E-07,       19496497911.17,       0.00,    1
  16.1667,    84.4204,   127.2959,       -1.8430473E-07,        4.5539995E-07,       -7.1506915E-07,        4.3681275E-07,        1.2877786E-07,       19484587404.00,       0.00,    1
  16.2083,    84.4229,   127.2948,       -2.3180112E-07,        4.2851041E-07,       -6.7976906E-07,        4.2198559E-07,        7.4493814E-08,       19470638116.29,       0.00,    1
  16.2500,    84.4250,   127.2981,       -2.5775498E-07,        4.4467211E-07,       -7.2713971E-07,        4.4336819E-07,        3.4028419E-08,       19452094685.53,       0.00,    1
  16.2917,    84.4268,   127.3014,       -2.4498118E-07,        4.3655543E-07,       -7.5076603E-07,        4.3391769E-07,       -4.7917460E-08,       19434543248.19,       0.00,    1
  16.3333,    84.4284,   127.3024,       -2.0807864E-07,        4.3550963E-07,       -8.0615291E-07,        4.2940168E-07,       -7.2683110E-08,       19417813603.65,       0.00,    1
  16.3750,    84.4298,   127.2993,       -1.6157136E-07,        4.6317961E-07,       -8.6223774E-07,        4.5655361E-07,       -7.8065086E-08,       19405463160.67,       0.00,    1
  16.4167,    84.4315,   127.2926,       -1.2896453E-07,        5.0764181E-07,       -8.5525245E-07,        4.8995203E-07,       -1.3284281E-07,       19395233686.47,       0.00,    1
  16.4583,    84.4337,   127.2853,       -1.4064735E-07,        5.4498637E-07,       -8.6283012E-07,        5.1267178E-07,       -1.8487237E-07,       19387451017.96,       0.00,    1
  16.5000,    84.4366,   127.2817,       -2.1446168E-07,        5.5841935E-07,       -8.0842807E-07,        4.7819933E-07,       -2.8837055E-07,       19375600644.26,       0.00,    1
  16.5417,    84.4402,   127.2832,       -2.5342878E-07,        6.1223712E-07,       -7.7330545E-07,        4.8385931E-07,       -3.7511925E-07,       19357522843.80,       0.00,    1
