day, mean latitude, mean longitude, divergence, maximum shear, vorticity, pure shear, normal shear, area, flag, shape factor
   6.3750,    84.8566,   134.6075,       -8.0201031E-08,        1.2831634E-07,       -9.9690426E-08,        1.2674230E-07,        2.0036783E-08,          32825338.19,     995.00,    1
   6.4167,    84.8553,   134.5840,       -3.9595134E-08,        1.1894418E-07,        6.4049912E-08,       -1.1125027E-07,        4.2084389E-08,          32821865.66,     995.00,    1
   6.4583,    84.8537,   134.5573,        6.8983395E-08,        1.3493586E-07,        2.0805918E-07,       -1.3465088E-07,       -8.7652268E-09,          32815977.69,     995.00,    1
   6.5000,    84.8522,   134.5309,        2.2357900E-08,        1.1320377E-07,        2.6621459E-07,       -9.0517258E-08,       -6.7983233E-08,          32838175.86,     995.00,    1
   6.5417,    84.8509,   134.5080,       -1.1558517E-07,        1.3329159E-07,        2.5666015E-07,       -1.1470018E-07,        6.7900774E-08,          32821265.27,     995.00,    1
   6.5833,    84.8497,   134.4902,       -5.9588144E-08,        2.6295566E-07,        5.5557832E-07,       -2.5737211E-07,        5.3900588E-08,          32810857.02,     995.00,    1
   6.6250,    84.8487,   134.4808,        5.7504484E-08,        4.5033408E-07,        9.1110125E-07,       -4.4857857E-07,       -3.9724761E-08,          32807248.27,     995.00,    1
   6.6667,    84.8479,   134.4804,        1.4371564E-08,        5.2018864E-07,        8.9314208E-07,       -5.1871085E-07,        3.9182611E-08,          32824446.97,     995.00,    1
   6.7083,    84.8471,   134.4890,       -3.1329982E-07,        5.3025752E-07,        8.4459572E-07,       -4.2518222E-07,        3.1684873E-07,          32810616.28,     995.00,    1
   6.7500,    84.8460,   134.5092,        1.7443339E-08,        4.4768720E-07,        1.0652847E-06,       -4.4763910E-07,        6.5621165E-09,          32750462.18,     995.00,    1
   6.7917,    84.8445,   134.5380,        2.6064286E-08,        5.9305944E-07,        1.0335074E-06,       -5.9304960E-07,       -3.4161820E-09,          32814804.93,     995.00,    1
