day, mean latitude, mean longitude, divergence, maximum shear, vorticity, pure shear, normal shear, area, flag, shape factor
  -0.5000,    84.7810,   134.3602,        1.0307753E-07,        3.7032876E-07,        4.4788894E-07,       -3.6821295E-07,       -3.9529935E-08,         303068792.43,       0.00,    1
  -0.4583,    84.7797,   134.3349,       -3.9311825E-08,        1.5264088E-07,        2.5831809E-07,       -1.5016213E-07,        2.7396570E-08,         303164253.65,       0.00,    1
  -0.4167,    84.7788,   134.3156,       -1.0655988E-07,        5.2017872E-08,        2.1935478E-07,       -4.7760483E-08,        2.0610561E-08,         302982986.92,       0.00,    1
  -0.3750,    84.7783,   134.3042,       -3.3957734E-08,        2.2832712E-07,        3.2685028E-07,       -2.1810351E-07,        6.7558366E-08,         302931828.38,       0.00,    1
  -0.3333,    84.7779,   134.3024,       -7.1966089E-08,        2.9535958E-07,        2.9505085E-07,       -2.1531841E-07,        2.0217631E-07,         302908859.20,       0.00,    1
  -0.2917,    84.7773,   134.3085,       -1.9323841E-08,        3.6862837E-07,        3.0109311E-07,       -2.2536579E-07,        2.9171414E-07,         302774842.52,       0.00,    1
  -0.2500,    84.7766,   134.3196,        2.3007869E-09,        3.9372513E-07,        2.6144111E-07,       -1.6962485E-07,        3.5531238E-07,         302866691.23,       0.00,    1
  -0.2083,    84.7757,   134.3320,       -7.3698566E-08,        3.7841244E-07,        5.4910615E-08,        9.0628363E-08,        3.6739961E-07,         302779792.96,       0.00,    1
  -0.1667,    84.7746,   134.3416,       -5.2122856E-08,        2.5526680E-07,       -2.3231773E-08,        1.1672362E-07,        2.2701704E-07,         302706016.44,       0.00,    1
  -0.1250,    84.7737,   134.3452,        1.8141106E-08,        5.2156689E-08,        3.9669879E-08,       -3.5992220E-08,        3.7747587E-08,         302666316.02,       0.00,    1
  -0.0833,    84.7730,   134.3412,        5.7964609E-08,        8.8286951E-08,        4.5372756E-08,       -8.8011069E-08,       -6.9740563E-09,         302745560.89,       0.00,    1
  -0.0417,    84.7728,   134.3301,       -1.4105344E-08,        3.3924761E-08,        3.2149875E-08,       -2.6473619E-08,        2.1214073E-08,         302792665.48,       0.00,    1
   0.0000,    84.7730,   134.3156,       -1.4859100E-08,        7.1382857E-08,        1.1701725E-07,       -7.0969021E-08,       -7.6753081E-09,         302714820.02,       0.00,    1
   0.0417,    84.7738,   134.3009,        6.1218834E-08,        1.8059422E-07,        2.2038990E-07,       -1.7881633E-07,       -2.5278256E-08,         302760283.51,       0.00,    1
   0.0833,    84.7749,   134.2895,       -1.2887042E-09,        1.3138032E-07,        2.0775781E-07,       -1.3052893E-07,        1.4932757E-08,         302848287.66,       0.00,    1
   0.1250,    84.7762,   134.2831,       -8.5412698E-08,        1.1909055E-07,        2.1742030E-07,       -1.1430639E-07,        3.3415700E-08,         302757469.61,       0.00,    1
   0.1667,    84.7774,   134.2834,       -2.4296733E-08,        1.9084628E-07,        2.7698644E-07,       -1.9077340E-07,       -5.2738404E-09,         302662127.83,       0.00,    1
   0.2083,    84.7784,   134.2875,       -1.5164095E-07,        1.8868907E-07,        2.5780304E-07,       -1.8823244E-07,       -1.3119102E-08,         302704503.60,       0.00,    1
   0.2500,    84.7789,   134.2920,       -1.2235595E-07,        1.4151989E-07,        1.6516138E-07,       -1.3936598E-07,       -2.4596798E-08,         302331739.83,       0.00,    1
   0.2917,    84.7790,   134.2949,        4.7801048E-08,        9.9910652E-08,        1.2659769E-07,       -9.7721297E-08,       -2.0801118E-08,         302438020.98,       0.00,    1
   0.3333,    84.7788,   134.2924,        5.2919498E-08,        1.1900066E-07,        1.3449045E-07,       -1.1869152E-07,        8.5720836E-09,         302435844.22,       0.00,    1
   0.3750,    84.7785,   134.2823,       -2.8522240E-08,        4.3658497E-08,        8.2430774E-08,       -4.0196295E-08,       -1.7038846E-08,         302553236.16,       0.00,    1
   0.4167,    84.7782,   134.2647,       -6.1919789E-08,        3.2305304E-08,        1.4171207E-07,       -1.2884926E-08,       -2.9624506E-08,         302373734.50,       0.00,    1
   0.4583,    84.7782,   134.2412,        1.3311155E-08,        1.2706100E-07,        2.2785560E-07,       -1.2675324E-07,       -8.8382733E-09,         302418451.61,       0.00,    1
   0.5000,    84.7786,   134.2142,        1.9349045E-08,        1.7193686E-07,        2.3669855E-07,       -1.7179364E-07,       -7.0162077E-09,         302402704.12,       0.00,    1
   0.5417,    84.7794,   134.1875,        1.0098523E-08,        2.0996835E-07,        3.0454416E-07,       -2.0936216E-07,       -1.5943457E-08,         302460578.22,       0.00,    1
   0.5833,    84.7804,   134.1647,       -2.5532819E-08,        1.5674260E-07,        3.0789183E-07,       -1.5615024E-07,        1.3614214E-08,         302424748.87,       0.00,    1
   0.6250,    84.7814,   134.1473,        4.0681934E-08,        2.4384715E-07,        3.6015739E-07,       -2.4361833E-07,       -1.0561273E-08,         302404955.48,       0.00,    1
   0.6667,    84.7823,   134.1359,       -7.8413067E-09,        2.3127604E-07,        3.8990269E-07,       -2.2756854E-07,       -4.1245193E-08,         302513333.46,       0.00,    1
   0.7083,    84.7828,   134.1281,       -1.9251086E-07,        2.6051224E-07,        2.2202901E-07,       -7.8041406E-08,        2.4854812E-07,         302387921.59,       0.00,    1
