day, mean latitude, mean longitude, divergence, maximum shear, vorticity, pure shear, normal shear, area, flag, shape factor
  10.5833,    84.8052,   134.6283,        2.1198428E-07,        4.7786768E-07,       -3.3640832E-07,        4.7079218E-07,        8.1928259E-08,        1476588215.41,       0.00,    1
  10.6250,    84.8046,   134.6155,        2.0993627E-07,        4.0345705E-07,       -2.2845986E-07,        3.9979450E-07,        5.4239777E-08,        1477746441.17,       0.00,    1
  10.6667,    84.8041,   134.6124,        0.00044638465,         0.0018885446,         0.0018352714,        -0.0014652314,        -0.0011915107,        1478822241.40,     999.00,    1
  10.7083,   267.5931,   308.0892,        0.00010655908,        0.00044737836,        0.00043482160,       -0.00034691845,       -0.00028248007,        6240561294.51,    1992.00, ****
  10.7500,   267.5926,   308.0975,        7.6870193E-07,        6.9608480E-07,       -1.3516689E-07,        6.3072035E-07,       -2.9449260E-07,        6256815327.37,    1992.00, ****
  10.7917,   267.5918,   308.1067,        7.1349547E-07,        6.5567068E-07,       -2.3279914E-07,        6.3083209E-07,       -1.7875938E-07,        6275191708.86,    1992.00, ****
  10.8333,   267.5910,   308.1137,        4.2866548E-07,        3.6097781E-07,       -1.2763301E-07,        3.4658525E-07,       -1.0091407E-07,        6289052034.68,    1992.00, ****
  10.8750,   267.5902,   308.1163,        1.0612786E-07,        1.2363401E-07,        1.2751208E-07,       -5.2053493E-08,       -1.1214188E-07,        6294600516.87,    1992.00, ****
  10.9167,   267.5897,   308.1130,       -3.6207683E-08,        1.3580241E-07,        1.2438333E-07,       -1.3577175E-07,        2.8852923E-09,        6293861209.67,    1992.00, ****
  10.9583,   267.5895,   308.1041,       -4.6778718E-08,        1.5461635E-07,        1.7959976E-07,       -1.5451895E-07,       -5.4872967E-09,        6292959752.11,    1992.00, ****
  11.0000,   267.5897,   308.0926,       -6.1648217E-08,        1.0248375E-07,        1.3493985E-07,       -9.6926681E-08,        3.3288707E-08,        6291742378.62,    1992.00, ****
  11.0417,   267.5903,   308.0809,       -5.6984704E-08,        1.3903008E-07,       -3.3409303E-08,        5.7446359E-08,        1.2660679E-07,        6290166246.68,    1992.00, ****
  11.0833,   267.5912,   308.0720,        2.0450255E-08,        2.1173648E-07,       -1.1362859E-07,        1.8285861E-07,        1.0674767E-07,        6289161349.91,    1992.00, ****
  11.1250,   267.5922,   308.0670,        1.1772879E-07,        2.7699967E-07,       -1.5628540E-07,        2.7141819E-07,        5.5326164E-08,        6291091864.79,    1992.00, ****
  11.1667,   267.5931,   308.0670,        1.5635574E-07,        2.8754879E-07,       -1.5504973E-07,        2.8745089E-07,        7.5029241E-09,        6294493886.95,    1992.00, ****
  11.2083,   267.5938,   308.0702,        1.6552354E-07,        2.4986834E-07,       -9.2206216E-08,        2.4161604E-07,       -6.3685741E-08,        6298178187.13,     994.00, ****
  11.2500,   267.5942,   308.0738,        1.2354508E-07,        1.9250494E-07,       -6.6095772E-08,        1.8243186E-07,       -6.1455405E-08,        6301999966.36,     994.00, ****
  11.2917,   267.5943,   308.0762,        7.6228006E-08,        9.6340231E-08,       -1.4750859E-08,        9.1238864E-08,       -3.0933958E-08,        6303784456.20,     994.00, ****
  11.3333,   267.5942,   308.0740,        3.9269250E-08,        9.6832516E-08,        1.4075114E-07,       -7.4454849E-08,       -6.1911320E-08,        6305460008.73,     994.00, ****
  11.3750,   267.5939,   308.0659,       -2.7941546E-08,        1.9291425E-07,        2.2916774E-07,       -1.9043970E-07,       -3.0799833E-08,        6305567459.12,     994.00, ****
  11.4167,   267.5938,   308.0519,       -0.00010644297,        0.00044393276,       -0.00043091107,        0.00034538764,        0.00027889724,        6304191431.38,    1993.00, ****
  11.4583,    84.8043,   134.5589,       -0.00045678620,         0.0019030113,        -0.0018472798,         0.0014806713,         0.0011954349,        1470908302.81,     998.00,    1
  11.5000,    84.8046,   134.5326,       -1.6246981E-07,        2.2118315E-07,        4.2652684E-08,       -1.8303745E-08,        2.2042449E-07,        1469772445.93,     998.00,    1
  11.5417,    84.8053,   134.5060,       -5.3977573E-09,        2.1729839E-07,       -6.8064956E-08,        1.6352267E-07,        1.4310461E-07,        1469188806.05,     998.00,    1
  11.5833,    84.8062,   134.4823,        1.5597380E-07,        2.2942911E-07,       -4.9928534E-08,        2.2942911E-07,        4.0474041E-11,        1469715406.46,     998.00,    1
  11.6250,    84.8072,   134.4639,        2.2835526E-07,        2.2901557E-07,        2.4523026E-08,        2.0149356E-07,       -1.0885071E-07,        1470839286.82,     998.00,    1
  11.6667,    84.8081,   134.4514,        2.4132229E-07,        1.9251216E-07,        2.4483294E-07,        4.3853086E-09,       -1.9246221E-07,        1472134106.27,     998.00,    1
  11.7083,    84.8087,   134.4430,        2.0146299E-07,        4.5283928E-07,        6.9661127E-07,       -3.9705909E-07,       -2.1773263E-07,        1473397600.50,     998.00,    1
  11.7500,    84.8090,   134.4328,        2.5513678E-07,        7.2798553E-07,        1.1680700E-06,       -7.1875835E-07,       -1.1553943E-07,        1474273272.56,     998.00,    1
  11.7917,    84.8088,   134.4176,        2.1346700E-07,        9.1716798E-07,        1.4656420E-06,       -8.9166581E-07,        2.1477706E-07,        1476110780.06,     998.00,    1
  11.8333,    84.8083,   134.3954,       -9.7210064E-08,        1.3900589E-06,        1.8107377E-06,       -1.2855347E-06,        5.2883307E-07,        1476541111.61,     998.00,    1
  11.8750,    84.8075,   134.3625,       -3.9421945E-07,        1.8308537E-06,        2.0478949E-06,       -1.6499776E-06,        7.9347291E-07,        1475080267.17,     998.00,    1
  11.9167,    84.8066,   134.3181,       -5.8404945E-07,        2.0697897E-06,        2.1374667E-06,       -1.7630984E-06,        1.0842111E-06,        1472347294.73,     998.00,    1
  11.9583,    84.8061,   134.2656,       -6.4934193E-07,        1.9425047E-06,        2.0787119E-06,       -1.7088031E-06,        9.2375125E-07,        1468889455.16,       0.00,    1
  12.0000,    84.8059,   134.2099,        0.00047940188,         0.0019340543,         0.0018753692,        -0.0015264097,        -0.0011877035,        1465481897.89,     999.00,    1
  12.0417,   267.5956,   307.6973,        0.00010860300,        0.00043002450,        0.00041663177,       -0.00033981411,       -0.00026352884,        6611346459.08,    1992.00, ****
  12.0833,   267.5963,   307.6528,       -1.2147375E-06,        1.7323492E-06,        1.3815480E-06,       -1.7177609E-06,       -2.2434630E-07,        6551113692.30,    1992.00, ****
  12.1250,   267.5970,   307.6208,        3.6653243E-07,        2.5925712E-07,        1.6363273E-07,        2.5906818E-07,       -9.8960707E-09,        6554040737.62,    1992.00, ****
  12.1667,   267.5974,   307.5969,        7.7931051E-07,        7.3715912E-07,       -1.2869496E-07,        7.3671104E-07,       -2.5698423E-08,        6568406284.61,    1992.00, ****
  12.2083,   267.5974,   307.5781,        1.0739348E-06,        9.8066554E-07,       -2.4895563E-07,        9.7766899E-07,       -7.6604427E-08,        6590899751.63,    1992.00, ****
  12.2500,   267.5970,   307.5621,        1.4722422E-06,        1.3534255E-06,       -4.4909694E-07,        1.3510737E-06,       -7.9752218E-08,        6619371788.75,    1992.00, ****
  12.2917,   267.5961,   307.5455,        1.5637566E-06,        1.3816386E-06,       -4.3440158E-07,        1.3770014E-06,       -1.1310358E-07,        6661072737.20,    1992.00, ****
  12.3333,   267.5950,   307.5254,        1.4310619E-06,        1.2709444E-06,       -4.0005718E-07,        1.2669372E-06,       -1.0084504E-07,        6694368872.00,    1992.00, ****
  12.3750,   267.5939,   307.5011,        1.3882532E-06,        1.2501817E-06,       -3.6147765E-07,        1.2444130E-06,       -1.1996060E-07,        6730048478.07,    1992.00, ****
  12.4167,   267.5930,   307.4709,        1.1639273E-06,        9.0863465E-07,       -5.7312706E-08,        8.8744320E-07,       -1.9509354E-07,        6761637385.66,    1992.00, ****
  12.4583,   267.5924,   307.4360,        9.5887876E-07,        6.9573359E-07,        8.6325772E-08,        6.7225112E-07,       -1.7923077E-07,        6786713958.57,    1992.00, ****
  12.5000,   267.5923,   307.3999,        8.9658739E-07,        7.5075166E-07,       -3.8974177E-08,        7.4715899E-07,       -7.3358768E-08,        6808487019.71,    1992.00, ****
  12.5417,   267.5925,   307.3647,        9.2591397E-07,        8.9056262E-07,       -1.9532094E-07,        8.9055424E-07,        3.8641168E-09,        6830662551.09,    1992.00, ****
  12.5833,   267.5931,   307.3329,        9.3865313E-07,        1.0040089E-06,       -2.9646133E-07,        1.0040022E-06,        3.6671582E-09,        6854020549.34,     994.00, ****
  12.6250,   267.5939,   307.3065,       -0.00010797229,        0.00042140213,       -0.00040660251,        0.00033862234,        0.00025082797,        6876982025.30,    1993.00, ****
  12.6667,    84.8048,   133.6560,       -0.00050790327,         0.0019539412,        -0.0018862004,         0.0015693307,         0.0011640821,        1481709246.60,     998.00,    1
  12.7083,    84.8053,   133.6355,        4.9043243E-07,        3.5055614E-07,        7.0413634E-07,       -1.3877363E-07,       -3.2191845E-07,        1484660531.16,     998.00,    1
  12.7500,    84.8051,   133.6190,        3.1540616E-07,        5.7337566E-07,        9.3925411E-07,       -4.5009420E-07,       -3.5521101E-07,        1486953669.56,     998.00,    1
  12.7917,    84.8045,   133.6042,        2.1706369E-07,        6.7773947E-07,        9.7863233E-07,       -6.3170379E-07,       -2.4552212E-07,        1488036544.49,     998.00,    1
  12.8333,    84.8034,   133.5870,        4.0213779E-08,        8.5753518E-07,        1.0298367E-06,       -8.5507416E-07,       -6.4921177E-08,        1489278446.06,     998.00,    1
  12.8750,    84.8021,   133.5644,       -2.7640160E-07,        9.0893758E-07,        1.0478011E-06,       -9.0447660E-07,        8.9942165E-08,        1488466405.30,     998.00,    1
  12.9167,    84.8010,   133.5336,       -4.6030481E-07,        1.0606525E-06,        1.2165542E-06,       -1.0325816E-06,        2.4240277E-07,        1486317832.06,     998.00,    1
  12.9583,    84.7999,   133.4946,       -4.3114873E-07,        1.0863378E-06,        1.1793274E-06,       -1.0555211E-06,        2.5691421E-07,        1483540872.62,     998.00,    1
  13.0000,    84.7991,   133.4492,       -2.7246017E-07,        8.1180899E-07,        8.9987990E-07,       -8.0577545E-07,        9.8791484E-08,        1481710426.18,     998.00,    1
  13.0417,    84.7987,   133.4043,       -2.1206501E-07,        4.7683074E-07,        5.5719586E-07,       -4.7483153E-07,        4.3618519E-08,        1480634260.63,     998.00,    1
  13.0833,    84.7986,   133.3645,        2.2343003E-09,        4.5251854E-07,        5.6583747E-07,       -4.5036350E-07,       -4.4110600E-08,        1479448829.56,     998.00,    1
  13.1250,    84.7987,   133.3314,        2.8030099E-07,        5.3871377E-07,        8.0418450E-07,       -5.1679547E-07,       -1.5210182E-07,        1480658951.35,     998.00,    1
  13.1667,    84.7988,   133.3067,        3.6210366E-07,        3.3424286E-07,        7.1168219E-07,       -2.7099757E-07,       -1.9564919E-07,        1482438474.68,     998.00,    1
  13.2083,    84.7990,   133.2929,        3.9103426E-07,        4.1683703E-07,        6.0668717E-07,       -1.8769641E-07,       -3.7218701E-07,        1484523480.47,       0.00,    1
  13.2500,    84.7990,   133.2887,        2.2134964E-07,        6.3173254E-07,        7.6729288E-07,       -4.4916550E-07,       -4.4422557E-07,        1486616707.84,       0.00,    1
  13.2917,    84.7986,   133.2884,       -4.7031236E-08,        9.8959324E-07,        1.1521059E-06,       -9.1188416E-07,       -3.8439833E-07,        1486893215.66,       0.00,    1
  13.3333,    84.7977,   133.2867,       -1.6043062E-07,        1.1280112E-06,        1.2467728E-06,       -1.0946631E-06,       -2.7225352E-07,        1486113545.34,       0.00,    1
