day, mean latitude, mean longitude, divergence, maximum shear, vorticity, pure shear, normal shear, area, flag, shape factor
  10.3757,    84.8156,   134.7493,       -2.8743526E-07,        2.9643840E-07,        1.6683075E-07,       -2.0800092E-07,        2.1121397E-07,        1480397853.38,       0.00,        1.0
  10.4174,    84.8124,   134.7272,       -2.8775853E-07,        2.9212211E-07,        1.1891524E-07,       -1.5372271E-07,        2.4840421E-07,        1478717900.10,       0.00,        1.0
  10.4590,    84.8097,   134.7013,       -2.2363776E-07,        2.9801394E-07,        1.0155133E-07,       -1.1948124E-07,        2.7301382E-07,        1477334143.58,       0.00,        1.0
  10.5007,    84.8076,   134.6741,       -1.5659408E-07,        3.5041323E-07,       -1.2088511E-07,        1.3355389E-07,        3.2396418E-07,        1476338849.80,       0.00,        1.0
  10.5424,    84.8063,   134.6484,       -2.0547225E-08,        3.9657335E-07,       -2.5349328E-07,        2.9992549E-07,        2.5945158E-07,        1475669244.32,       0.00,        1.0
  10.5840,    84.8053,   134.6286,        1.3692504E-07,        4.1112709E-07,       -2.8389007E-07,        3.8990766E-07,        1.3037445E-07,        1476120805.03,       0.00,        1.0
  10.6257,    84.8046,   134.6161,        2.0158989E-07,        4.4212012E-07,       -2.6810446E-07,        4.3493761E-07,        7.9369281E-08,        1477124228.28,       0.00,        1.0
  10.6674,    84.8041,   134.6130,        2.0648526E-07,        2.7569166E-07,       -7.4291265E-08,        2.6178118E-07,        8.6466796E-08,        1478264944.16,       0.00,        1.0
  10.7090,    84.8035,   134.6181,        3.8999094E-07,        2.7735608E-07,        2.9810831E-08,        2.7452263E-07,       -3.9543895E-08,        1479322310.45,     994.00,        1.0
  10.7507,    84.8029,   134.6268,        7.5631889E-07,        4.5577922E-07,        2.5049984E-07,        2.2403551E-07,       -3.9691660E-07,        1482419417.67,     994.00,        1.0
  10.7924,    84.8021,   134.6359,        8.1268802E-07,        5.1411910E-07,        3.6669999E-07,        1.0094812E-07,       -5.0411103E-07,        1487396529.07,     994.00,        1.0
  10.8340,    84.8013,   134.6429,        5.5369202E-07,        4.7217467E-07,        4.4201861E-07,       -1.1919987E-07,       -4.5688107E-07,        1491122564.03,     994.00,        1.0
  10.8757,    84.8005,   134.6454,        1.8484839E-07,        5.9053171E-07,        6.0203333E-07,       -4.5573001E-07,       -3.7555007E-07,        1493339452.72,     994.00,        1.0
  10.9174,    84.8000,   134.6420,       -2.0671037E-07,        7.1384266E-07,        6.8456672E-07,       -7.0852486E-07,       -8.6970471E-08,        1493109427.21,     994.00,        1.0
  10.9590,    84.7998,   134.6330,       -4.7884307E-07,        8.7005495E-07,        7.2929821E-07,       -8.5432318E-07,        1.6470435E-07,        1491117190.50,     994.00,        1.0
  11.0007,    84.8000,   134.6214,       -6.8677087E-07,        8.2255246E-07,        4.7908721E-07,       -6.8262606E-07,        4.5892725E-07,        1487969263.35,       0.00,        1.0
  11.0424,    84.8006,   134.6097,       -7.6648338E-07,        7.7320030E-07,       -1.1255919E-09,       -2.5307573E-07,        7.3061028E-07,        1483758748.80,       0.00,        1.0
  11.0840,    84.8015,   134.6009,       -6.2740005E-07,        7.8392810E-07,       -3.4834972E-07,        1.3045259E-07,        7.7299766E-07,        1479780634.88,       0.00,        1.0
  11.1257,    84.8025,   134.5959,       -3.5082249E-07,        7.7962741E-07,       -5.5839944E-07,        4.2001372E-07,        6.5681609E-07,        1477073748.79,       0.00,        1.0
  11.1674,    84.8035,   134.5960,       -1.1441461E-07,        7.7432981E-07,       -6.5082295E-07,        6.0021700E-07,        4.8920978E-07,        1476049564.60,       0.00,        1.0
  11.2090,    84.8042,   134.5992,        4.6181291E-08,        1.8200816E-07,       -9.1609167E-08,        1.7122699E-07,        6.1711325E-08,        1475858048.08,       0.00,        1.0
  11.2507,    84.8048,   134.6038,        1.2847372E-08,        3.6364520E-07,        4.3375392E-07,       -3.1015624E-07,       -1.8984449E-07,        1476541321.26,       0.00,        1.0
  11.2924,    84.8050,   134.6073,       -1.0510052E-07,        3.5782169E-07,        4.1605944E-07,       -3.5070040E-07,       -7.1032312E-08,        1475994507.15,       0.00,        1.0
  11.3340,    84.8048,   134.6052,       -1.5622503E-07,        5.3434949E-07,        5.4404020E-07,       -5.3236635E-07,       -4.5993959E-08,        1475424402.28,       0.00,        1.0
  11.3757,    84.8046,   134.5965,       -2.8657067E-07,        6.8071557E-07,        6.3440304E-07,       -6.7905963E-07,        4.7452198E-08,        1474334994.20,       0.00,        1.0
  11.4174,    84.8043,   134.5807,       -2.7694566E-07,        5.0444679E-07,        4.4761681E-07,       -4.8908364E-07,        1.2354660E-07,        1472382272.39,       0.00,        1.0
  11.4590,    84.8043,   134.5581,       -2.0649307E-07,        3.1056474E-07,        2.4325147E-07,       -2.5866827E-07,        1.7187549E-07,        1471398983.53,       0.00,        1.0
  11.5007,    84.8046,   134.5319,       -2.0844931E-07,        2.5230644E-07,        1.0631703E-07,       -9.4702769E-08,        2.3385877E-07,        1470194603.98,       0.00,        1.0
  11.5424,    84.8053,   134.5057,       -5.1875617E-08,        1.8071855E-07,       -7.4272167E-09,        8.9170807E-08,        1.5718703E-07,        1469192354.83,       0.00,        1.0
