day, mean latitude, mean longitude, divergence, maximum shear, vorticity, pure shear, normal shear, area, flag, shape factor
   8.3542,    84.8533,   135.2364,        1.3575165E-06,        2.7600988E-06,        2.3388296E-06,       -2.2915286E-06,        1.5385196E-06,          42933410.18,       0.00,        1.0
   8.3958,    84.8541,   135.2095,        8.3776330E-07,        2.9506970E-06,        2.7404459E-06,       -2.0998689E-06,        2.0729600E-06,          43041813.78,       0.00,        1.0
   8.4375,    84.8550,   135.1758,        4.9795212E-07,        2.5341936E-06,        2.5015322E-06,       -1.6279671E-06,        1.9421278E-06,          43192996.22,       0.00,        1.0
   8.4792,    84.8559,   135.1299,       -3.1074132E-07,        1.2738590E-06,        1.0860749E-06,       -1.3985778E-07,        1.2661582E-06,          43196759.96,       0.00,        1.0
   8.5208,    84.8570,   135.0815,       -5.7198131E-07,        9.1522544E-07,        4.4043611E-07,        2.8501004E-07,        8.6971656E-07,          43096184.00,       0.00,        1.0
   8.5625,    84.8584,   135.0313,       -6.9625844E-07,        1.3286666E-06,       -1.2161140E-06,        1.0791626E-06,       -7.7508913E-07,          43019448.39,       0.00,        1.0
   8.6042,    84.8599,   134.9852,       -3.1823105E-07,        1.5642786E-06,       -1.5277266E-06,        1.0652419E-06,       -1.1455249E-06,          42880504.79,       0.00,        1.0
   8.6458,    84.8614,   134.9490,        5.0293624E-07,        1.7029923E-06,       -1.6639991E-06,        3.1551888E-07,       -1.6735085E-06,          42921238.35,       0.00,        1.0
   8.6875,    84.8626,   134.9181,        1.1112844E-06,        1.9291350E-06,       -1.1386545E-06,       -6.2633296E-07,       -1.8246284E-06,          43035780.03,       0.00,        1.0
   8.7292,    84.8632,   134.8945,        1.1305040E-06,        1.3267811E-06,        2.2491185E-07,       -1.1961486E-06,       -5.7408753E-07,          43265564.61,       0.00,        1.0
   8.7708,    84.8630,   134.8727,        1.6522482E-06,        2.2093822E-06,        1.3797473E-06,       -2.2014616E-06,        1.8691329E-07,          43388035.41,       0.00,        1.0
   8.8125,    84.8624,   134.8488,        1.6607843E-06,        2.6402030E-06,        2.0819444E-06,       -2.5378564E-06,        7.2798125E-07,          43781765.53,       0.00,        1.0
   8.8542,    84.8614,   134.8192,        4.3489120E-07,        1.2859192E-06,        1.3236860E-06,       -1.1311224E-06,        6.1167819E-07,          43911567.09,       0.00,        1.0
   8.8958,    84.8603,   134.7786,       -2.8103113E-07,        1.3218253E-06,        1.6169048E-06,       -8.1693158E-07,        1.0391558E-06,          43919281.61,       0.00,        1.0
