day, mean latitude, mean longitude, divergence, maximum shear, vorticity, pure shear, normal shear, area, flag, shape factor
   4.0423,    84.8957,   134.4845,       -3.0001952E-07,        2.6644035E-07,        1.7546568E-07,        1.3140954E-07,        2.3178006E-07,         122903790.64,     995.00,        1.0
   4.0840,    84.8917,   134.5864,       -3.5134126E-07,        6.6784228E-07,       -2.6826802E-07,        6.1277313E-07,        2.6556055E-07,         122880501.72,     995.00,        1.0
   4.1256,    84.8870,   134.6884,       -4.6301694E-07,        1.1712258E-06,       -5.3213006E-07,        1.0593093E-06,        4.9963354E-07,         122592534.97,     995.00,        1.0
   4.1673,    84.8819,   134.7847,       -2.0453630E-07,        9.5803618E-07,       -6.3605051E-07,        8.7416165E-07,        3.9201370E-07,         122471951.49,     995.00,        1.0
   4.2090,    84.8764,   134.8754,       -1.3130737E-07,        9.1943319E-07,       -9.5626124E-07,        8.9516561E-07,        2.0984738E-07,         122412357.16,     995.00,        1.0
   4.2506,    84.8705,   134.9590,       -9.4775427E-08,        8.2474480E-07,       -1.2160305E-06,        8.2385880E-07,       -3.8218610E-08,         122356474.33,     995.00,        1.0
   4.2923,    84.8643,   135.0310,       -1.9057002E-08,        7.2362530E-07,       -1.4011011E-06,        7.2005991E-07,       -7.1744643E-08,         122329158.90,     995.00,        1.0
   4.3340,    84.8579,   135.0889,       -3.1919528E-08,        9.0598773E-07,       -1.6605437E-06,        9.0596702E-07,        6.1263423E-09,         122339929.48,     995.00,        1.0
   4.3756,    84.8514,   135.1334,       -3.6414343E-07,        1.6285893E-06,       -2.5158136E-06,        1.6243404E-06,       -1.1756457E-07,         122301184.14,     995.00,        1.0
   4.4173,    84.8451,   135.1652,       -7.6792308E-07,        2.1814352E-06,       -3.1703650E-06,        2.0726559E-06,       -6.8026268E-07,         122020803.75,     995.00,        1.1
   4.4590,    84.8386,   135.1835,       -5.3204420E-08,        1.2341830E-06,       -1.9584009E-06,        8.5276968E-07,       -8.9218356E-07,         121626327.96,     995.00,        1.1
   4.5006,    84.8322,   135.1904,        5.3054793E-07,        4.6008133E-07,       -1.0476977E-06,        1.3164688E-07,       -4.4084456E-07,         121972335.59,     995.00,        1.1
   4.5423,    84.8265,   135.1900,        9.2295615E-08,        5.2954683E-07,       -9.8286481E-07,        5.2871704E-07,       -2.9633420E-08,         122092530.16,     995.00,        1.1
