day, mean latitude, mean longitude, divergence, maximum shear, vorticity, pure shear, normal shear, area, flag, shape factor
   7.1252,    84.8839,   135.3342,        5.4776981E-07,        4.8278424E-07,       -4.6569287E-08,        2.9772423E-07,       -3.8005382E-07,         335001022.87,       0.00,        1.0
   7.1668,    84.8805,   135.3500,       -2.6803205E-07,        2.9737968E-07,       -3.6001496E-07,        1.1695185E-07,        2.7341715E-07,         335625150.14,       0.00,        1.0
   7.2085,    84.8776,   135.3701,       -7.3557584E-07,        4.5485496E-07,       -3.0197169E-08,        4.4223153E-07,        1.0641573E-07,         334353902.52,       0.00,        1.0
   7.2502,    84.8747,   135.3965,       -1.4127529E-07,        8.3460327E-07,       -8.7428169E-07,        7.3301315E-07,        3.9906685E-07,         333851977.13,       0.00,        1.0
   7.2918,    84.8704,   135.4302,       -2.4675071E-07,        5.1453300E-07,       -4.3786466E-07,       -4.2798287E-07,       -2.8561315E-07,         334017537.82,       0.00,        1.0
   7.3335,    84.8653,   135.4600,        9.9397719E-08,        1.0727358E-06,        3.7270444E-07,       -2.8871198E-07,       -1.0331541E-06,         333254458.00,       0.00,        1.0
   7.3752,    84.8603,   135.4794,        1.6394872E-07,        3.1524432E-07,       -3.8477029E-08,       -1.4500583E-08,       -3.1491065E-07,         334257662.30,       0.00,        1.0
   7.4168,    84.8558,   135.4897,       -1.2156025E-07,        2.3290837E-07,        2.1357974E-08,       -1.8709028E-07,       -1.3872107E-07,         333649318.62,       0.00,        1.0
   7.4585,    84.8519,   135.4944,        1.5157918E-07,        3.8985998E-07,       -4.0721523E-07,        3.5421528E-07,        1.6285680E-07,         333965573.88,       0.00,        1.0
   7.5002,    84.8487,   135.4972,       -1.9027219E-07,        1.8012120E-07,       -2.4737617E-07,       -3.6631058E-08,        1.7635706E-07,         334014190.55,       0.00,        1.0
   7.5418,    84.8462,   135.5024,        4.6462544E-08,        3.3993061E-07,       -3.3679517E-07,        3.1077481E-07,        1.3773829E-07,         333507774.18,       0.00,        1.0
   7.5835,    84.8442,   135.5132,       -1.1073741E-08,        2.5606888E-07,       -3.5652040E-07,        2.4793616E-07,        6.4022923E-08,         334125621.72,       0.00,        1.0
   7.6252,    84.8428,   135.5315,       -1.3761359E-08,        2.5234190E-07,       -5.6153233E-08,        6.5404427E-08,       -2.4371847E-07,         333480998.98,       0.00,        1.0
   7.6668,    84.8416,   135.5555,        4.4636716E-09,        2.9195787E-07,       -1.5575122E-07,        2.8200304E-07,        7.5588914E-08,         334092916.14,       0.00,        1.0
   7.7085,    84.8406,   135.5832,       -2.8283763E-07,        4.3342368E-07,        5.1448614E-07,       -3.3477360E-07,       -2.7528663E-07,         333492061.02,       0.00,        1.0
   7.7502,    84.8393,   135.6131,        1.5994959E-07,        1.9053097E-07,        4.0874624E-07,       -9.2301617E-08,       -1.6668072E-07,         333413512.04,       0.00,        1.0
