day, mean latitude, mean longitude, divergence, maximum shear, vorticity, pure shear, normal shear, area, flag, shape factor
   6.1878,    84.8616,   136.1010,       -1.8174334E-07,        5.6208320E-07,       -9.5496177E-07,        3.2216793E-07,       -4.6059239E-07,          14383493.12,     995.00,        1.0
   6.2295,    84.8631,   136.0636,        7.9926015E-08,        3.1367814E-07,       -3.0416021E-07,        2.8529445E-07,        1.3038810E-07,          14389992.78,     995.00,        1.0
   6.2711,    84.8637,   136.0314,       -3.9952711E-07,        3.7083085E-07,        9.5870455E-07,        3.5192030E-07,        1.1690860E-07,          14391765.50,     995.00,        1.0
   6.3128,    84.8635,   136.0070,        8.2024335E-07,        7.9977175E-07,        8.0326810E-07,       -7.9975654E-07,        4.9321158E-09,          14348862.91,     995.00,        1.0
   6.3545,    84.8628,   135.9844,        4.6647141E-07,        8.6135902E-07,       -6.2876018E-07,       -2.6587915E-07,       -8.1929704E-07,          14476380.56,     995.00,        1.0
   6.3961,    84.8615,   135.9601,       -7.9727151E-08,        6.1086116E-07,        5.3635572E-08,        2.5122528E-08,       -6.1034434E-07,          14397264.94,     995.00,        1.0
   6.4378,    84.8600,   135.9345,        1.2498639E-06,        9.7741594E-07,        5.3617589E-07,       -8.0157636E-07,        5.5930068E-07,          14468223.16,     995.00,        1.0
   6.4795,    84.8584,   135.9072,       -7.0161711E-09,        2.5872128E-07,        2.3542817E-07,       -2.0752028E-07,        1.5450578E-07,          14527475.05,     995.00,        1.0
   6.5211,    84.8570,   135.8818,        1.7631747E-07,        8.9117729E-07,        8.1747270E-07,       -4.2495691E-07,        7.8333172E-07,          14467506.51,     995.00,        1.0
   6.5628,    84.8558,   135.8617,       -3.4945200E-07,        2.0223433E-07,        2.6016593E-07,       -1.8463077E-07,        8.2523959E-08,          14545790.68,     995.00,        1.0
   6.6045,    84.8548,   135.8462,       -9.7052694E-07,        6.2720564E-07,        7.7140441E-08,       -2.0466600E-07,       -5.9287330E-07,          14431018.05,     995.00,        1.0
   6.6461,    84.8539,   135.8417,        7.9158726E-08,        7.5777292E-07,        1.0012297E-06,       -5.7845605E-07,        4.8949810E-07,          14444852.89,     995.00,        1.0
   6.6878,    84.8531,   135.8454,        3.0920073E-07,        1.3440679E-06,        2.2404664E-06,       -2.6432126E-07,        1.3178212E-06,          14439257.04,     995.00,        1.0
   6.7295,    84.8520,   135.8612,       -7.8138780E-09,        1.0556179E-06,        1.4233969E-06,       -1.0232240E-06,        2.5950292E-07,          14477369.06,     995.00,        1.0
   6.7711,    84.8506,   135.8843,       -4.4518691E-07,        1.4216616E-06,        2.5425455E-07,       -1.1304030E-06,       -8.6215464E-07,          14437792.65,     995.00,        1.0
   6.8128,    84.8485,   135.9153,       -6.9656771E-07,        2.0513758E-07,        1.6838999E-06,        2.0504839E-07,       -6.0485565E-09,          14431417.19,     995.00,        1.0
   6.8545,    84.8457,   135.9497,       -1.6246118E-07,        5.0450247E-07,        1.0362922E-06,       -5.0362779E-07,        2.9695011E-08,          14365595.91,     995.00,        1.0
   6.8961,    84.8424,   135.9864,        4.4593070E-07,        8.5322568E-07,        2.2430744E-07,       -8.1159843E-07,       -2.6325283E-07,          14414252.95,     995.00,        1.0
   6.9378,    84.8384,   136.0232,       -8.3915323E-07,        1.3399611E-06,       -9.1174587E-07,        6.8975334E-07,       -1.1487977E-06,          14411975.81,     995.00,        1.0
   6.9795,    84.8338,   136.0558,        2.8499338E-08,        4.4148101E-07,       -1.0979648E-06,        4.2400359E-07,        1.2298958E-07,          14327360.26,     995.00,        1.0
   7.0211,    84.8291,   136.0845,        8.7604826E-07,        7.4738003E-07,       -4.2399373E-07,        1.8521287E-07,        7.2406705E-07,          14414698.16,     995.00,        1.0
   7.0628,    84.8245,   136.1065,        1.0834659E-06,        6.9879170E-07,       -1.4963097E-06,       -2.4175886E-07,       -6.5563900E-07,          14418333.71,     995.00,        1.0
   7.1045,    84.8201,   136.1251,       -1.7046093E-08,        9.8389409E-07,       -7.0683858E-07,        8.8115190E-07,       -4.3774296E-07,          14527460.36,     995.00,        1.0
   7.1461,    84.8162,   136.1405,       -9.9290388E-07,        1.4286068E-06,        2.8578474E-07,        1.4285682E-06,        1.0509753E-08,          14416069.73,     995.00,        1.0
   7.1878,    84.8131,   136.1578,        1.5664391E-07,        3.4128871E-07,        9.1940651E-08,       -3.4020671E-07,       -2.7154785E-08,          14424588.70,     995.00,        1.0
   7.2295,    84.8108,   136.1786,        1.5370120E-07,        5.7188299E-07,        1.5391010E-07,       -5.5281746E-07,        1.4643431E-07,          14432327.19,     995.00,        1.0
   7.2711,    84.8072,   136.2081,        1.4314024E-07,        2.2140912E-07,       -1.3945018E-07,       -2.1864774E-07,        3.4859206E-08,          14440550.15,     995.00,        1.0
   7.3128,    84.8022,   136.2418,       -2.9072777E-07,        6.8449046E-07,       -2.1102476E-07,        2.6768251E-07,       -6.2997879E-07,          14447232.05,     995.00,        1.0
   7.3545,    84.7969,   136.2663,       -6.9355778E-08,        9.7604936E-07,       -1.4477904E-06,       -1.6675824E-07,       -9.6169852E-07,          14410282.77,     995.00,        1.0
   7.3961,    84.7921,   136.2786,        4.4663937E-08,        2.1999804E-07,       -5.6680636E-07,        1.7490922E-07,       -1.3343875E-07,          14440382.39,     995.00,        1.0
   7.4378,    84.7877,   136.2860,        4.9245526E-07,        8.3823629E-07,        3.7469754E-07,        1.1429286E-07,        8.3040787E-07,          14414672.46,     995.00,        1.0
   7.4795,    84.7844,   136.2888,       -1.9085919E-07,        6.0324074E-07,       -7.7168232E-07,        5.9694686E-07,       -8.6912877E-08,          14491493.78,     995.00,        1.0
   7.5211,    84.7815,   136.2916,        2.7817694E-07,        9.6137558E-07,        1.9598546E-07,        4.6316529E-07,        8.4244935E-07,          14394612.06,     995.00,        1.0
   7.5628,    84.7794,   136.3000,        4.6968698E-08,        1.9462063E-07,       -3.4562095E-07,        1.0077649E-07,        1.6649711E-07,          14520295.70,     995.00,        1.0
   7.6045,    84.7777,   136.3131,       -7.1464775E-07,        1.1884771E-06,       -4.5203960E-07,        3.4713968E-07,       -1.1366494E-06,          14399646.08,     995.00,        1.0
   7.6461,    84.7763,   136.3350,        2.8297035E-07,        4.9899228E-07,        8.5088969E-07,       -1.6511466E-07,        4.7088263E-07,          14446229.62,     995.00,        1.0
   7.6878,    84.7753,   136.3600,       -2.0932486E-07,        1.9577506E-07,        5.6071066E-07,       -3.0110183E-08,        1.9344574E-07,          14429048.02,     995.00,        1.0
   7.7295,    84.7740,   136.3890,       -7.4781167E-07,        1.2422457E-06,       -3.3831028E-07,       -1.6960178E-07,       -1.2306135E-06,          14424458.22,     995.00,        1.0
   7.7711,    84.7725,   136.4161,       -2.7758473E-07,        4.4657458E-07,        1.8085546E-07,       -2.1988988E-07,       -3.8868662E-07,          14351317.05,     995.00,        1.0
   7.8128,    84.7709,   136.4395,        4.2406160E-07,        8.7222019E-07,        8.5428005E-08,       -8.6463134E-07,       -1.1480731E-07,          14395865.77,     995.00,        1.0
   7.8545,    84.7694,   136.4551,       -3.8581810E-08,        2.5257636E-07,        4.1466704E-07,       -1.9333752E-07,       -1.6252821E-07,          14395124.71,     995.00,        1.0
   7.8961,    84.7682,   136.4657,       -1.0687779E-09,        6.6809144E-07,        1.0716151E-06,        3.0415897E-07,        5.9483905E-07,          14392061.81,     995.00,        1.0
   7.9378,    84.7680,   136.4666,       -2.0628037E-07,        2.1671770E-07,        2.6528247E-07,       -5.7150962E-08,       -2.0904624E-07,          14394952.11,     995.00,        1.0
   7.9795,    84.7688,   136.4610,        1.6753307E-06,        1.7516163E-06,        6.0111683E-07,       -1.3793804E-06,        1.0795692E-06,          14370688.45,     995.00,        1.0
