day, mean latitude, mean longitude, divergence, maximum shear, vorticity, pure shear, normal shear, area, flag, shape factor
   4.0833,    84.9189,   133.2210,        5.4517625E-08,        3.1918713E-06,        3.0116652E-06,       -2.6310554E-06,       -1.8070943E-06,         304464678.21,       0.00,        1.3
   4.1250,    84.9245,   133.2212,        1.6790150E-07,        3.4621723E-06,        3.4111382E-06,       -3.0395799E-06,       -1.6575859E-06,         304573475.63,       0.00,        1.2
   4.1667,    84.9292,   133.2253,        1.2876307E-07,        2.5501415E-06,        2.2978791E-06,       -2.3176796E-06,       -1.0637589E-06,         304831455.28,       0.00,        1.2
   4.2083,    84.9329,   133.2272,        7.8512832E-08,        1.2538925E-06,        1.1305615E-06,       -1.0917893E-06,       -6.1663809E-07,         304856213.08,       0.00,        1.2
   4.2500,    84.9358,   133.2276,        5.4600963E-08,        5.6419916E-07,        5.6958658E-07,       -5.2443990E-07,       -2.0804684E-07,         305004955.45,       0.00,        1.2
   4.2917,    84.9379,   133.2211,        5.7873564E-09,        2.4117779E-07,        1.0300473E-07,       -1.7940774E-07,       -1.6118186E-07,         304975900.12,       0.00,        1.2
   4.3333,    84.9399,   133.2092,        1.2021449E-07,        4.7216325E-07,       -2.3845165E-08,       -1.8695410E-07,       -4.3357387E-07,         305017634.39,       0.00,        1.2
   4.3750,    84.9420,   133.1916,        2.5871911E-07,        6.7372202E-07,       -7.8118473E-10,       -3.4278583E-07,       -5.7999934E-07,         305239588.07,       0.00,        1.2
   4.4167,    84.9445,   133.1685,        2.6130229E-07,        6.3774295E-07,       -9.4508243E-09,       -2.9066419E-07,       -5.6765342E-07,         305586278.12,       0.00,        1.2
   4.4583,    84.9475,   133.1403,        1.9261337E-07,        6.3179431E-07,        1.4606192E-08,       -2.7600426E-07,       -5.6831831E-07,         305814553.23,       0.00,        1.2
   4.5000,    84.9511,   133.1093,        1.2325732E-07,        5.6595743E-07,        1.0508519E-07,       -2.8756748E-07,       -4.8745539E-07,         306010295.78,       0.00,        1.2
   4.5417,    84.9550,   133.0783,        8.8410839E-08,        5.4788846E-07,        1.4200747E-07,       -2.6422262E-07,       -4.7996684E-07,         306086335.00,       0.00,        1.2
   4.5833,    84.9591,   133.0507,        6.3196369E-08,        7.0092934E-07,        8.4224683E-08,       -2.3446052E-07,       -6.6055295E-07,         306204961.03,       0.00,        1.2
   4.6250,    84.9630,   133.0275,        4.4701418E-08,        8.8036907E-07,        1.0164669E-08,       -2.1272835E-07,       -8.5428118E-07,         306225439.60,       0.00,        1.2
   4.6667,    84.9664,   133.0093,        3.6118935E-08,        1.1000801E-06,       -1.2106117E-07,       -2.7022536E-07,       -1.0663745E-06,         306303145.26,       0.00,        1.2
   4.7083,    84.9692,   132.9926,       -1.2453827E-07,        1.2278540E-06,       -2.4034026E-07,       -3.4288998E-07,       -1.1790046E-06,         306304649.23,       0.00,        1.2
   4.7500,    84.9710,   132.9765,       -1.0167568E-08,        1.2742272E-06,       -2.5201868E-07,       -4.9395413E-07,       -1.1745911E-06,         306028497.04,       0.00,        1.1
   4.7917,    84.9724,   132.9583,        6.8284820E-08,        1.2460766E-06,       -3.1838400E-07,       -4.0259416E-07,       -1.1792475E-06,         306282034.25,       0.00,        1.1
   4.8333,    84.9732,   132.9367,        6.0988479E-08,        9.2525062E-07,       -5.3892975E-07,       -9.1859742E-08,       -9.2067936E-07,         306179392.22,       0.00,        1.1
   4.8750,    84.9739,   132.9119,        1.0635174E-07,        4.8545040E-07,       -7.2451338E-07,        2.0141562E-07,       -4.4169428E-07,         306417894.54,       0.00,        1.1
   4.9167,    84.9747,   132.8848,        2.7226000E-08,        3.5446389E-07,       -6.0951488E-07,        3.2408028E-07,       -1.4358490E-07,         306414266.59,       0.00,        1.1
   4.9583,    84.9760,   132.8564,        5.5760257E-08,        3.3932118E-07,       -5.6816979E-07,        3.3790784E-07,        3.0937878E-08,         306477765.77,       0.00,        1.1
   5.0000,    84.9781,   132.8283,       -1.4203784E-08,        4.9555922E-07,       -6.8305406E-07,        4.7157543E-07,        1.5230088E-07,         306537414.34,       0.00,        1.1
   5.0417,    84.9805,   132.8018,       -4.2265061E-08,        4.7646873E-07,       -6.0368681E-07,        4.1798144E-07,        2.2872246E-07,         306446343.00,       0.00,        1.1
   5.0833,    84.9834,   132.7792,       -5.6918943E-08,        3.7334922E-07,       -4.8503352E-07,        3.0803663E-07,        2.1095751E-07,         306444070.30,       0.00,        1.1
   5.1250,    84.9864,   132.7616,       -6.6863916E-08,        2.9209203E-07,       -4.5661106E-07,        2.5257603E-07,        1.4670753E-07,         306320768.64,       0.00,        1.1
   5.1667,    84.9894,   132.7494,       -5.1335305E-08,        3.1895998E-07,       -5.0457504E-07,        2.8427033E-07,        1.4465770E-07,         306296645.32,       0.00,        1.1
   5.2083,    84.9920,   132.7414,       -9.0016687E-08,        4.7004788E-07,       -6.5818099E-07,        4.2900798E-07,        1.9208634E-07,         306207563.67,       0.00,        1.1
   5.2500,    84.9943,   132.7358,       -4.5944094E-08,        5.3009798E-07,       -7.9742316E-07,        4.9892193E-07,        1.7911109E-07,         306098320.15,       0.00,        1.1
   5.2917,    84.9963,   132.7298,        1.2325670E-08,        5.7916478E-07,       -9.4289555E-07,        5.6554333E-07,        1.2487025E-07,         306106436.48,       0.00,        1.1
   5.3333,    84.9981,   132.7218,       -2.2642232E-08,        6.6238436E-07,       -1.0847044E-06,        6.5051091E-07,        1.2485426E-07,         306125759.21,       0.00,        1.1
   5.3750,    84.9999,   132.7103,       -3.3441260E-08,        7.9159874E-07,       -1.2498712E-06,        7.5602985E-07,        2.3462190E-07,         306056611.73,       0.00,        1.1
   5.4167,    85.0022,   132.6961,        9.0363153E-09,        7.2924832E-07,       -1.1707435E-06,        6.8782640E-07,        2.4227661E-07,         306052378.74,       0.00,        1.1
   5.4583,    85.0049,   132.6807,       -1.5672346E-08,        6.2389934E-07,       -1.0382233E-06,        6.0830364E-07,        1.3862563E-07,         306076040.89,       0.00,        1.1
   5.5000,    85.0082,   132.6654,       -8.3270182E-09,        5.9140658E-07,       -1.0138756E-06,        5.8379464E-07,        9.4581030E-08,         306018003.54,       0.00,        1.1
   5.5417,    85.0121,   132.6531,       -4.2713197E-08,        5.4115105E-07,       -9.0273232E-07,        5.3956676E-07,        4.1378257E-08,         306057508.96,       0.00,        1.1
   5.5833,    85.0165,   132.6458,       -6.2633290E-08,        5.6963385E-07,       -9.3827998E-07,        5.6906108E-07,       -2.5538268E-08,         305923758.21,       0.00,        1.1
   5.6250,    85.0214,   132.6461,        3.8563527E-08,        5.9233880E-07,       -1.1114451E-06,        5.6581015E-07,       -1.7528297E-07,         305919742.58,       0.00,        1.1
   5.6667,    85.0264,   132.6575,        1.2663342E-08,        9.2604233E-07,       -1.3568058E-06,        7.2391831E-07,       -5.7749171E-07,         306009171.04,       0.00,        1.1
   5.7083,    85.0313,   132.6830,        7.6842701E-08,        9.5253951E-07,       -1.2099223E-06,        6.5933107E-07,       -6.8746932E-07,         305947176.17,       0.00,        1.1
   5.7500,    85.0360,   132.7165,        2.6032557E-07,        5.0719949E-07,       -7.0259464E-07,        2.3959751E-07,       -4.4703955E-07,         306178268.26,       0.00,        1.1
   5.7917,    85.0402,   132.7516,        6.0189872E-07,        3.2098182E-07,       -4.7620397E-07,       -3.0234622E-07,        1.0777797E-07,         306520714.85,       0.00,        1.1
   5.8333,    85.0433,   132.7811,        7.2219942E-07,        7.0629612E-07,        1.5912030E-08,       -6.2355472E-07,        3.3171331E-07,         307506807.66,       0.00,        1.1
   5.8750,    85.0459,   132.7977,        3.5071920E-07,        6.3735826E-07,        8.8228888E-07,       -6.2982194E-07,       -9.7723487E-08,         308119559.43,       0.00,        1.1
   5.9167,    85.0491,   132.7986,       -4.5249616E-07,        4.5968614E-07,        2.3952949E-07,        4.5740229E-07,       -4.5765636E-08,         308285769.31,       0.00,        1.1
   5.9583,    85.0541,   132.7873,       -8.3117867E-07,        9.8521085E-07,       -3.5066411E-07,        9.7967105E-07,        1.0433147E-07,         307113394.01,       0.00,        1.1
