day, mean latitude, mean longitude, divergence, maximum shear, vorticity, pure shear, normal shear, area, flag, shape factor
  15.2917,    84.3712,   127.6137,       -2.9659885E-07,        1.2612035E-06,        7.8528771E-07,       -1.1980877E-06,       -3.9397965E-07,       19442833988.64,       0.00,        1.5
  15.3333,    84.3734,   127.6121,       -2.1276859E-07,        1.1712076E-06,        6.6852025E-07,       -1.1103699E-06,       -3.7256677E-07,       19423222383.50,       0.00,        1.4
  15.3750,    84.3755,   127.6032,       -8.6696778E-08,        1.0551042E-06,        5.1177073E-07,       -1.0153166E-06,       -2.8701401E-07,       19413080748.42,       0.00,        1.4
  15.4167,    84.3777,   127.5881,        1.0401524E-08,        9.5601305E-07,        3.9361229E-07,       -9.3877469E-07,       -1.8072917E-07,       19411106909.27,       0.00,        1.3
  15.4583,    84.3805,   127.5676,        7.2045958E-08,        8.5591943E-07,        2.7228897E-07,       -8.5513992E-07,       -3.6521088E-08,       19414541896.97,       0.00,        1.3
  15.5000,    84.3835,   127.5441,        1.1154732E-07,        7.4861600E-07,        1.4544297E-07,       -7.4204046E-07,        9.9004459E-08,       19421183350.44,       0.00,        1.2
  15.5417,    84.3868,   127.5195,        1.4649021E-07,        6.6728050E-07,        1.2020505E-07,       -6.5410205E-07,        1.3196127E-07,       19430150144.87,       0.00,        1.2
  15.5833,    84.3904,   127.4976,        1.7087268E-07,        6.2295052E-07,        1.5680434E-07,       -6.1160939E-07,        1.1832706E-07,       19441681891.02,       0.00,        1.2
  15.6250,    84.3941,   127.4823,        1.4347955E-07,        5.8342939E-07,        1.7002779E-07,       -5.7702020E-07,        8.6241219E-08,       19454073306.49,       0.00,        1.1
  15.6667,    84.3975,   127.4731,        7.5535332E-08,        5.5550818E-07,        1.6038665E-07,       -5.5528740E-07,        1.5660075E-08,       19461780073.97,       0.00,        1.1
  15.7083,    84.4003,   127.4678,        9.2534315E-08,        5.3951863E-07,        1.0939016E-07,       -5.3949414E-07,        5.1406243E-09,       19464658195.92,       0.00,        1.1
  15.7500,    84.4026,   127.4640,        1.3126854E-07,        5.0167882E-07,       -5.5935431E-09,       -4.9872538E-07,        5.4356472E-08,       19474749195.85,       0.00,        1.1
  15.7917,    84.4044,   127.4597,        9.2429241E-08,        3.3093714E-07,       -1.7200274E-07,       -3.3024269E-07,        2.1427895E-08,       19483068136.04,       0.00,        1.1
  15.8333,    84.4056,   127.4505,        2.3457424E-08,        1.1625338E-07,       -3.5082161E-07,       -9.9618538E-08,       -5.9924910E-08,       19487730041.91,       0.00,        1.1
  15.8750,    84.4064,   127.4358,        9.2351150E-09,        8.3917794E-08,       -4.9956707E-07,        6.5825402E-08,       -5.2050096E-08,       19486368524.91,       0.00,        1.1
  15.9167,    84.4071,   127.4161,        4.2561709E-08,        1.4718855E-07,       -5.6353507E-07,        1.4529673E-07,       -2.3522994E-08,       19489033472.90,       0.00,        1.1
  15.9583,    84.4082,   127.3916,        3.9534173E-08,        2.1032884E-07,       -6.2025416E-07,        2.0841456E-07,        2.8312341E-08,       19492340190.40,       0.00,        1.1
  16.0000,    84.4098,   127.3660,        3.8170981E-08,        3.0298982E-07,       -6.7140695E-07,        2.9614808E-07,        6.4024574E-08,       19494587753.61,       0.00,        1.1
  16.0417,    84.4120,   127.3406,        3.2819277E-08,        3.7519268E-07,       -6.9699796E-07,        3.6814791E-07,        7.2364811E-08,       19497694547.79,       0.00,        1.1
  16.0833,    84.4146,   127.3194,       -8.0663772E-09,        4.4923761E-07,       -7.5704263E-07,        4.2573446E-07,        1.4340364E-07,       19499196649.54,       0.00,        1.1
  16.1250,    84.4174,   127.3040,       -1.0406085E-07,        4.8352529E-07,       -7.7178413E-07,        4.5197506E-07,        1.7180003E-07,       19496563815.79,       0.00,        1.1
  16.1667,    84.4204,   127.2959,       -1.8477426E-07,        4.5574595E-07,       -7.1539737E-07,        4.3727357E-07,        1.2843752E-07,       19484588086.74,       0.00,        1.1
  16.2083,    84.4229,   127.2948,       -2.3182040E-07,        4.2850960E-07,       -6.7986934E-07,        4.2200254E-07,        7.4393108E-08,       19470638116.29,       0.00,        1.1
  16.2500,    84.4250,   127.2981,       -2.5775958E-07,        4.4467426E-07,       -7.2716479E-07,        4.4337228E-07,        3.4003250E-08,       19452092674.12,       0.00,        1.1
  16.2917,    84.4268,   127.3014,       -2.4497159E-07,        4.3654125E-07,       -7.5071573E-07,        4.3390899E-07,       -4.7866993E-08,       19434542583.99,       0.00,        1.1
  16.3333,    84.4284,   127.3024,       -2.0807855E-07,        4.3550954E-07,       -8.0615289E-07,        4.2940159E-07,       -7.2683082E-08,       19417812945.29,       0.00,        1.1
  16.3750,    84.4298,   127.2993,       -1.6157126E-07,        4.6317950E-07,       -8.6223770E-07,        4.5655350E-07,       -7.8065047E-08,       19405462510.00,       0.00,        1.1
  16.4167,    84.4315,   127.2926,       -1.2895985E-07,        5.0763091E-07,       -8.5522721E-07,        4.8994759E-07,       -1.3281753E-07,       19395233043.28,       0.00,        1.1
  16.4583,    84.4337,   127.2853,       -1.4019127E-07,        5.4446947E-07,       -8.6256912E-07,        5.1221758E-07,       -1.8460811E-07,       19387451017.96,       0.00,        1.1
  16.5000,    84.4366,   127.2817,       -2.1445203E-07,        5.5838445E-07,       -8.0837610E-07,        4.7818993E-07,       -2.8831854E-07,       19375663669.53,       0.00,        1.1
  16.5417,    84.4402,   127.2832,       -2.5387656E-07,        6.1272126E-07,       -7.7351744E-07,        4.8430637E-07,       -3.7533276E-07,       19357524089.78,       0.00,        1.1
  16.5833,    84.4442,   127.2918,       -1.8257571E-07,        6.3032331E-07,       -8.6128653E-07,        5.4307662E-07,       -3.1996133E-07,       19340276909.22,       0.00,        1.1
  16.6250,    84.4481,   127.3058,       -7.9850158E-08,        5.6539174E-07,       -8.4616730E-07,        5.1012883E-07,       -2.4379581E-07,       19332115122.90,       0.00,        1.1
  16.6667,    84.4516,   127.3204,       -7.8338332E-08,        5.4454437E-07,       -4.2664007E-07,        2.9787844E-07,       -4.5584756E-07,       19329151201.18,       0.00,        1.1
  16.7083,    84.4549,   127.3321,       -1.8664481E-07,        7.7550156E-07,        1.3858639E-07,        6.8354077E-09,       -7.7547143E-07,       19321165020.42,       0.00,        1.1
