datetime,x_stere,y_stere,data_gap_minutes,longitude,latitude,u,v,speed
2020-01-25 01:00:00,483.61256204746013,-274808.39155405795,30.0,90.10083,87.46356,,,
2020-01-25 02:00:00,442.04589916811966,-274878.90753274324,60.0,90.09214,87.46291,-0.010477099569593607,-0.018983221704539675,0.02168253494577801
2020-01-25 03:00:00,408.17744514638616,-274945.07075033063,60.0,90.08506,87.4623,-0.007683349151313289,-0.018526230275027856,0.02005629732488889
2020-01-25 04:00:00,386.725785278664,-275012.29639072344,60.0,90.08057,87.46168,-0.009302477311660435,-0.017473645421301223,0.019795564362839427
2020-01-25 05:00:00,341.19960850243103,-275070.880997364,60.0,90.07107,87.46114,-0.010916686636956554,-0.014614773976969041,0.018241865735921785
2020-01-25 06:00:00,308.1256414925768,-275117.5227633576,60.0,90.06417,87.46071,-0.005686770625267417,-0.013102359488241039,0.014283248380655722
2020-01-25 07:00:00,300.25486000050563,-275165.21798567934,60.0,90.06252,87.46027,-0.0030193753052437542,-0.014453723503700328,0.014765728913783265
2020-01-25 08:00:00,286.38613929482176,-275221.58957258426,60.0,90.05962,87.45975,-0.006237962960352551,-0.012951502878269013,0.014375451599881685
2020-01-25 09:00:00,255.34152668596727,-275258.4688064029,60.0,90.05315,87.45941,-0.0065437529354174335,-0.008887262784386014,0.011036491393487195
2020-01-25 10:00:00,239.27111815981624,-275285.57786463184,60.0,90.0498,87.45916,-0.0003837327209625643,-0.010838203354150108,0.010844994363624537
2020-01-25 11:00:00,252.5786510950368,-275336.50387055275,60.0,90.05256,87.45869,0.004764862555036058,-0.013693401675845962,0.014498729758997709
2020-01-25 12:00:00,273.57812855607585,-275384.1703566979,60.0,90.05692,87.45825,0.01163786401840581,-0.014588553959377653,0.018661880546627072
2020-01-25 13:00:00,336.37127202755863,-275441.5414590603,60.0,90.06997,87.45772,0.019842764473286922,-0.01532877861871384,0.025074025522119025
2020-01-25 14:00:00,416.4460327637417,-275494.53756275267,60.0,90.08661,87.45723,0.022282188307904967,-0.011857850707027764,0.025240929839827526
2020-01-25 15:00:00,496.8030278444744,-275526.9179841509,60.0,90.10331,87.45693,0.02269269493542035,-0.006431588783210221,0.023586516014629376
2020-01-25 16:00:00,579.8334362987682,-275540.8450019918,60.0,90.12057,87.4568,0.025604905382635018,-0.0017515800231517964,0.025664746486789933
2020-01-25 17:00:00,681.1583465994465,-275539.52936031757,60.0,90.14164,87.45681,0.02970533106361889,0.003837198339881272,0.02995214157115963
2020-01-25 18:00:00,793.7118199568242,-275513.21717394463,60.0,90.16506,87.45705,0.03259949577926962,0.012738704441006929,0.035000024512819236
2020-01-25 19:00:00,915.8747162101878,-275447.8106883423,60.0,90.19051,87.45765,0.03415461587060791,0.01953159030191374,0.03934489553920041
2020-01-25 20:00:00,1039.6250542252012,-275372.58972377086,60.0,90.21631,87.45834,0.029896390429248656,0.020432224195756136,0.03621146153200273
2020-01-25 21:00:00,1131.128727300778,-275300.6986741329,60.0,90.23541,87.459,0.023865807071319915,0.01785974394032059,0.029808508865410924
2020-01-25 22:00:00,1211.4588651387046,-275243.99956740055,60.0,90.25218,87.45952,0.024328177428352988,0.01485937155365213,0.028507212069139802
2020-01-25 23:00:00,1306.2916047849196,-275193.7111989466,60.0,90.27197,87.45998,0.035509761460081266,0.012516057639950305,0.03765096091467562
2020-01-26 00:00:00,1467.1291476512897,-275153.8839523929,60.0,90.3055,87.46034,0.04487870437040654,0.014238500171268242,0.04708325597379129
2020-01-26 01:00:00,1629.4182762518467,-275091.19399771345,60.0,90.33937,87.46091,0.050285588133354764,0.01716043994015005,0.053133050663940674
2020-01-26 02:00:00,1829.185382211444,-275030.3287848238,60.0,90.38106,87.46146,0.05977563531172008,0.017260151986192795,0.062217677741187284
2020-01-26 03:00:00,2059.8028504962313,-274966.92090341286,60.0,90.4292,87.46203,0.0665145052529626,0.024434680079632218,0.07086065904040383
2020-01-26 04:00:00,2308.0898200327747,-274854.3990882505,60.0,90.48113,87.46305,0.06899661559799136,0.03384674277301302,0.07685138229283514
2020-01-26 05:00:00,2556.578482801769,-274723.22435544716,60.0,90.53318,87.46424,0.0701637073133901,0.03903965636422476,0.08029346544393152
2020-01-26 06:00:00,2813.2685126891834,-274573.31356242805,60.0,90.58703,87.4656,0.0708791995165316,0.04633743833547568,0.08468187005255791
2020-01-26 07:00:00,3066.9087193207965,-274389.59479943174,60.0,90.64038,87.46727,0.07815242201298228,0.05221380297582881,0.09398979884909824
2020-01-26 08:00:00,3375.9659511826558,-274197.3741810021,60.0,90.7054,87.46901,0.09960265423310893,0.04896445115492194,0.1109874146341962
2020-01-26 09:00:00,3784.047829799181,-274037.0507511163,60.0,90.79112,87.47044,0.11732665558574834,0.045132192456997774,0.1257078315257737
2020-01-26 10:00:00,4220.717871400044,-273872.4223953117,60.0,90.88293,87.4719,0.12444890535194778,0.041666341196849116,0.1312387672604033
2020-01-26 11:00:00,4680.079948333205,-273737.053094499,60.0,90.97949,87.47308,0.12822287833176915,0.036969630983488364,0.13344609452036796
2020-01-26 12:00:00,5143.922595388782,-273606.2410522306,60.0,91.07706,87.47421,0.13150891918025423,0.035899501053597,0.13632083479738472
2020-01-26 13:00:00,5626.944166431035,-273478.5766869131,60.0,91.17872,87.4753,0.13514600022646342,0.034700446648283916,0.139529790277208
