datetime,x_stere,y_stere,data_gap_minutes,longitude,latitude,u,v,speed
2020-01-25 01:30:00,13424.848975507826,-282391.85716242786,60.0,92.72178,87.39065,,,
2020-01-25 02:00:00,13404.71055625818,-282428.61989646306,60.0,92.71735,87.39032,-0.01124434470279943,-0.02042594180891885,0.023316397375596272
2020-01-25 02:30:00,13384.369334577748,-282465.39055293996,60.0,92.71288,87.38999,-0.011178984901933088,-0.02042190829049408,0.02328140978684493
2020-01-25 03:00:00,13364.466210611221,-282502.13876630884,60.0,92.7085,87.38966,-0.010840677115251714,-0.0198021950908555,0.02257536734437435
2020-01-25 03:30:00,13345.342896962842,-282536.67845526704,120.0,92.7043,87.38935,-0.010256049317539085,-0.018869544169364316,0.021476644169035924
2020-01-25 04:00:00,13327.54443306808,-282570.06912531855,120.0,92.70038,87.38905,-0.009369577955379908,-0.017922799656258172,0.0202241375237687
2020-01-25 04:30:00,13311.612416323474,-282601.2005340296,120.0,92.69686,87.38877,-0.008181198479563945,-0.016962021238675032,0.018831945546418784
2020-01-25 05:00:00,13298.09211854165,-282631.1324017778,120.0,92.69384,87.3885,-0.006814547407082803,-0.015691674425421905,0.0171075042784393
2020-01-25 05:30:00,13287.080045657976,-282657.6905619611,120.0,92.69136,87.38826,-0.005721847710809319,-0.014133006814243143,0.015247341500639939
2020-01-25 06:00:00,13277.493466782737,-282682.01122630906,120.0,92.68919,87.38804,-0.005271559604022716,-0.013508818650136365,0.014500949002773447
2020-01-25 06:30:00,13268.102431083495,-282706.3223091016,120.0,92.68706,87.38782,-0.005601933927329507,-0.013222698040756061,0.014360411108432083
2020-01-25 07:00:00,13257.32650464435,-282729.6129392558,120.0,92.68466,87.38761,-0.006604032561847109,-0.012968023553985403,0.014552761970658941
2020-01-25 07:30:00,13244.327913860845,-282753.00719389593,120.0,92.68181,87.3874,-0.007509973822438446,-0.013010114136025853,0.01502207630942309
2020-01-25 08:00:00,13230.290598883572,-282776.44935014547,120.0,92.67875,87.38719,-0.007676487216171558,-0.012414717524063437,0.014596358010898923
2020-01-25 08:30:00,13216.692559882627,-282797.70017698256,120.0,92.6758,87.387,-0.0069380490886760526,-0.011777027476701833,0.013668756393464205
2020-01-25 09:00:00,13205.313622164338,-282818.8466490616,120.0,92.6733,87.38681,-0.005321767774636707,-0.01109846845097814,0.01230842045936516
2020-01-25 09:30:00,13197.534195893935,-282837.6546634061,120.0,92.67155,87.38664,-0.0031980459956851824,-0.010095022777677513,0.010589475108443564
2020-01-25 10:00:00,13193.800656579871,-282855.18873106124,120.0,92.67063,87.38648,-0.000839452454966805,-0.010286318135864956,0.010320514580987428
2020-01-25 10:30:00,13194.512167056055,-282874.6854086952,120.0,92.67059,87.3863,0.0016710966042748825,-0.011073355987965543,0.011198739960237998
2020-01-25 11:00:00,13199.816604355261,-282895.0528126179,120.0,92.67147,87.38611,0.004305957200628352,-0.012155923331916306,0.012896035804272196
2020-01-25 11:30:00,13210.013612978317,-282918.4467326901,120.0,92.67331,87.38589,0.007106431999778174,-0.013531955478505955,0.015284475615464815
2020-01-25 12:00:00,13225.399759554462,-282943.76785234053,120.0,92.67618,87.38565,0.01003055390593545,-0.014299088259528313,0.017466423123056917
2020-01-25 12:30:00,13246.123607039684,-282969.9234504244,120.0,92.68012,87.3854,0.01305052458542832,-0.014157043044413311,0.01925455945266576
2020-01-25 13:00:00,13272.381648062004,-282994.7332073004,120.0,92.68519,87.38516,0.016124573087274458,-0.01280618028311033,0.020591262969773844
2020-01-25 13:30:00,13304.172070153872,-283016.0256994436,120.0,92.69141,87.38495,0.018924647831513538,-0.011467306909746388,0.02212784271701892
2020-01-25 14:00:00,13340.510380255453,-283036.0155121755,120.0,92.69856,87.38475,0.021051968996719853,-0.009857804513966483,0.023245681501612978
2020-01-25 14:30:00,13379.959158542064,-283051.51379569387,120.0,92.70638,87.38459,0.022451377468821393,-0.007980511076829216,0.023827566121928916
2020-01-25 15:00:00,13421.33533914321,-283064.7453520521,120.0,92.71461,87.38445,0.023274366738834134,-0.006431360613884559,0.02414660527775228
2020-01-25 15:30:00,13463.746878801867,-283074.66669390386,120.0,92.72308,87.38434,0.024013265258283557,-0.004282992410347409,0.02439223098348697
2020-01-25 16:00:00,13507.783094073031,-283080.16412472934,120.0,92.73192,87.38427,0.025217266956114547,-0.0018105968323167568,0.02528218371947214
2020-01-25 16:30:00,13554.52903984388,-283081.1848425002,120.0,92.74135,87.38424,0.0269951098898284,0.0012927745153946389,0.027026047138114094
2020-01-25 17:00:00,13604.965489676413,-283075.5101364739,120.0,92.75159,87.38427,0.02923648125472634,0.0050222731950958005,0.029664710755443788
2020-01-25 17:30:00,13659.780372360894,-283063.10465899785,120.0,92.76278,87.38436,0.03136667442398094,0.008446292858829516,0.03248396723734855
2020-01-25 18:00:00,13717.885517602745,-283045.10348218214,120.0,92.77469,87.3845,0.03273975210974843,0.011834904599074636,0.034813163244338696
2020-01-25 18:30:00,13777.643479955988,-283020.4990024412,120.0,92.787,87.3847,0.03323234983715186,0.01518152699349836,0.03653584318930065
2020-01-25 19:00:00,13837.521977016491,-282990.44998500554,120.0,92.79939,87.38495,0.03288781040015086,0.017884707752317708,0.03743622369179461
2020-01-25 19:30:00,13896.039597396531,-282956.11405453284,120.0,92.81155,87.38524,0.0317893227813056,0.019947809633579002,0.037529670289939164
2020-01-25 20:00:00,13951.963539029191,-282918.63787032466,120.0,92.82322,87.38556,0.030049905289186225,0.020772919759539137,0.036530959516899005
