datetime,x_stere,y_stere,data_gap_minutes,longitude,latitude,u,v,speed
2020-01-25 00:00:00,-12120.315921534846,-301889.09057690244,5.0,87.70091,87.21146,,,
2020-01-25 01:00:00,-12176.843746323595,-301963.8344754739,10.0,87.69077,87.21075,-0.014612512044643356,-0.021106329127813094,0.02567104667726695
2020-01-25 02:00:00,-12225.526008256278,-302041.0561466227,10.0,87.68214,87.21002,-0.0136396094917854,-0.02099277751371523,0.02503468902999896
2020-01-25 03:00:00,-12275.04893466445,-302114.98247357266,10.0,87.67333,87.20932,-0.014077490362222863,-0.022931650771610697,0.026907923405747814
2020-01-25 04:00:00,-12326.883938864283,-302206.1640321783,10.0,87.66422,87.20846,-0.014463323554275829,-0.024119170752229465,0.02812333774662729
2020-01-25 05:00:00,-12379.184864255236,-302288.6405029887,10.0,87.65496,87.20768,-0.013869632124998994,-0.0203747530828049,0.024647459472896427
2020-01-25 06:00:00,-12426.745290164276,-302352.8622543745,9.5,87.64646,87.20707,-0.011506904083081635,-0.019716737321812415,0.022828897743749948
2020-01-25 07:00:00,-12462.034573653424,-302430.60101170576,10.0,87.64039,87.20634,-0.009544762921697283,-0.02009759199980181,0.02224894836665106
2020-01-25 08:00:00,-12495.467583200496,-302497.56491677306,10.0,87.63459,87.20571,-0.00984704233789191,-0.016468084582286085,0.01918754941657648
2020-01-25 09:00:00,-12532.933278486245,-302549.1712206982,10.0,87.62791,87.20522,-0.008373557093397165,-0.011857550512892582,0.014516127671048542
2020-01-25 10:00:00,-12555.757194272956,-302582.9392804659,10.0,87.62386,87.2049,-0.005149533377803234,-0.011839998057370798,0.012911361198868765
2020-01-25 11:00:00,-12570.009918806429,-302634.4192067113,10.0,87.62157,87.20442,0.0013530116698065185,-0.018588515954349228,0.018637692077178667
2020-01-25 12:00:00,-12546.015510250349,-302716.7765953372,10.0,87.62675,87.20367,0.009390897418062044,-0.020126636226850677,0.02220969248153928
2020-01-25 13:00:00,-12502.395457396382,-302779.3309875446,10.0,87.63548,87.20311,0.014699576095096695,-0.02079611223132007,0.02546675914428843
2020-01-25 14:00:00,-12440.178562365652,-302866.5086034027,10.0,87.64791,87.20233,0.017065585551135378,-0.02028783819522586,0.026510952243153883
2020-01-25 15:00:00,-12379.523241428207,-302925.40342255024,10.0,87.65982,87.20181,0.018252200457011945,-0.013401595193192608,0.022643886045578623
2020-01-25 16:00:00,-12308.762719075166,-302963.0000887937,10.0,87.67347,87.20149,0.020120694405161683,-0.01392516479988343,0.024469420876878496
2020-01-25 17:00:00,-12234.654241711043,-303025.6646091094,10.0,87.68794,87.20094,0.021744455310094207,-0.015040013217908887,0.0264390494217844
2020-01-25 18:00:00,-12152.202640842488,-303071.28818396264,10.0,87.70385,87.20055,0.025289353484378253,-0.009751715470548435,0.02710437887641715
2020-01-25 19:00:00,-12052.57089662352,-303095.87696049735,10.0,87.72284,87.20036,0.028502447154808628,-0.005502266958081034,0.029028682978920157
2020-01-25 20:00:00,-11946.985021327866,-303110.9045060608,10.5,87.74288,87.20026,0.028381289477248023,-0.006994572156812259,0.02923049147804742
2020-01-25 21:00:00,-11848.225612387334,-303146.2378800264,10.0,87.76178,87.19997,0.0265620181546304,-0.00616077392444519,0.027267122029928988
2020-01-25 22:00:00,-11755.738490614527,-303155.2620783168,10.0,87.7793,87.19992,0.029695582880075715,-0.0011501400328092536,0.029717847578223367
2020-01-25 23:00:00,-11634.417415650789,-303154.5188882626,10.0,87.80219,87.19997,0.03887727322541701,0.0016740160409325553,0.0389132972536256
2020-01-26 00:00:00,-11475.822123391525,-303143.2091628221,10.0,87.83204,87.20013,0.047970403259259914,-0.0003071833078946737,0.04797138678880008
2020-01-26 01:00:00,-11289.030512184117,-303156.73060807947,10.0,87.86739,87.20007,0.053861510728100304,-0.004113468598944665,0.0540183576372678
2020-01-26 02:00:00,-11088.019246149202,-303172.8261367345,10.5,87.90544,87.19999,0.05756690053899749,-0.0034600244693057092,0.05767078815999504
2020-01-26 03:00:00,-10874.548828303336,-303181.64278425847,10.0,87.94579,87.19998,0.06494275963788546,-0.0026262896529887156,0.06499584161102585
2020-01-26 04:00:00,-10620.431376756427,-303191.73542223603,10.0,87.99382,87.19997,0.07389384973828707,-0.0016817460416496033,0.07391298464338422
2020-01-26 05:00:00,-10342.513110187669,-303193.75135575834,10.0,88.04629,87.20004,0.0817236257279554,-0.005645125397802783,0.08191836450320436
2020-01-26 06:00:00,-10032.021271515148,-303232.3803251002,10.0,88.10514,87.19978,0.0866769090764107,-0.007235337223424318,0.0869783689877951
2020-01-26 07:00:00,-9718.439364837512,-303245.845783767,10.0,88.16441,87.19975,0.0866878379689759,0.0005348535286288502,0.08668948794422832
2020-01-26 08:00:00,-9407.868838138522,-303228.5293796941,10.0,88.22293,87.2,0.08680847147946173,0.011012878894851181,0.08750425259467783
2020-01-26 09:00:00,-9093.418370185387,-303166.55305572407,10.0,88.28194,87.20066,0.09613402542488125,0.018663424003364827,0.09792892442951208
2020-01-26 10:00:00,-8715.703855079377,-303094.15272686986,10.0,88.35287,87.20143,0.10914356854765224,0.02261996862748573,0.11146291551912907
2020-01-26 11:00:00,-8307.584676642291,-303003.6892816062,10.0,88.42949,87.20237,0.11664980401120008,0.01834197705463642,0.11808304238172473
2020-01-26 12:00:00,-7875.825266198736,-302962.0904920765,10.0,88.51087,87.20286,0.11935306876803414,0.01361206913672504,0.12012678073822701
2020-01-26 13:00:00,-7448.242581512445,-302905.68238382175,10.0,88.59142,87.20348,0.12447496814900748,0.01562035311142002,0.1254512380449945
2020-01-26 14:00:00,-6979.605495525882,-302849.62394967425,10.0,88.67977,87.2041,0.13418297010330435,0.017091693302192856,0.1352671262564578
2020-01-26 15:00:00,-6482.125196768654,-302782.62219204596,10.0,88.77357,87.20482,0.14150106102801513,0.02121874643100859,0.14308314181676857
2020-01-26 16:00:00,-5960.797856124173,-302696.848975371,10.0,88.87186,87.20571,0.1455637884453535,0.023635118278099172,0.14747011671041482
2020-01-26 17:00:00,-5434.065919962109,-302612.44934044365,10.5,88.97124,87.20658,0.14595100259272537,0.02824416363662749,0.1486587634058427
2020-01-26 18:00:00,-4909.950637456551,-302493.49099718727,10.0,89.07008,87.20776,0.1393123661438833,0.041240118335643075,0.14528827454734689
2020-01-26 19:00:00,-4431.016883726149,-302315.520488427,10.0,89.16028,87.20947,0.14078004267249689,0.04492329852987799,0.14777389202993396
